,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Pure Rent,Size,Date From,Date To,DataFrame Date,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
239,239,8068710,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mariendorf.8068710.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,590.0,26,2023-08-15,2023-09-16,20230813,5000,1.0,22.692307692307693,13.08.2023-590.0-22.692307692307693 Berlin,Neukölln,2023-09,52.4811497,13.4353501
240,240,10349922,www.wg-gesucht.de/wg-zimmer-in-Berlin.10349922.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,420.0,14,2023-08-14,,20230813,5000,,30.0,13.08.2023-420.0-30.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
241,241,6694496,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.6694496.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,380.0,25,2023-08-14,,20230813,5000,,15.2,13.08.2023-380.0-15.2 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
242,242,9872921,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9872921.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,800.0,22,2023-08-20,2023-10-15,20230813,5000,2.0,36.36363636363637,13.08.2023-800.0-36.36363636363637 Berlin,Berlin,2023-10,52.5170365,13.3888599
243,243,8539893,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.8539893.html,13.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,350.0,23,2023-09-01,,20230813,5000,,15.217391304347826,13.08.2023-350.0-15.217391304347826 Berlin,Schöneberg,,52.482157,13.3551901
244,244,4379320,www.wg-gesucht.de/wg-zimmer-in-Berlin.4379320.html,13.08.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,489.0,16,2023-10-01,,20230813,5000,,30.5625,13.08.2023-489.0-30.5625 Berlin,Friedrichshain,,52.5122154,13.4502904
245,245,4339631,www.wg-gesucht.de/wg-zimmer-in-Berlin.4339631.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,1050.0,15,2023-08-13,,20230813,5000,,70.0,13.08.2023-1050.0-70.0 Berlin,Kreuzberg,,52.4976443,13.411914
246,246,10330057,www.wg-gesucht.de/wg-zimmer-in-Berlin.10330057.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,275.0,25,2023-08-14,,20230813,5000,,11.0,13.08.2023-275.0-11.0 Berlin,Berlin,,52.5170365,13.3888599
247,247,7349758,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.7349758.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,200.0,18,2023-08-14,,20230813,5000,,11.11111111111111,13.08.2023-200.0-11.11111111111111 Berlin,Berlin,,52.5170365,13.3888599
248,248,10322458,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10322458.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,500.0,12,2023-09-01,,20230813,5000,,41.666666666666664,13.08.2023-500.0-41.666666666666664 Berlin,Berlin,,52.5170365,13.3888599
249,249,10390532,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10390532.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,25.0,25,2023-08-16,2023-08-31,20230813,5000,0.0,1.0,13.08.2023-25.0-1.0 Berlin,Kreuzberg,2023-08,52.4976443,13.411914
250,250,10368570,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Lichterfelde.10368570.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,600.0,22,2023-10-01,2024-02-01,20230813,5000,4.0,27.272727272727273,13.08.2023-600.0-27.272727272727273 Berlin,Friedrichshain,2024-02,52.5122154,13.4502904
251,251,10363178,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10363178.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,400.0,12,2023-08-15,2024-02-28,20230813,5000,6.0,33.333333333333336,13.08.2023-400.0-33.333333333333336 Berlin,Wedding,2024-02,52.550123,13.34197
252,252,10378430,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.10378430.html,13.08.2023,"Berlin
                                                                    Steglitz-Lichterfelde",Berlin,                                                                   Steglitz-Lichterfelde,Muster Str. 1,475.0,12,2023-10-21,2024-03-23,20230813,5000,5.0,39.583333333333336,13.08.2023-475.0-39.583333333333336 Berlin,Lichterfelde,2024-03,52.437293,13.3138645
253,253,10382837,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10382837.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,650.0,13,2023-09-01,2024-04-30,20230813,5000,7.0,50.0,13.08.2023-650.0-50.0 Berlin,Berlin,2024-04,52.5170365,13.3888599
254,254,9452605,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Friedenau.9452605.html,13.08.2023,"Berlin
                                                                    Köpenick",Berlin,                                                                   Köpenick,Muster Str. 1,500.0,20,2024-11-01,,20230813,5000,,25.0,13.08.2023-500.0-25.0 Berlin,Köpenick,,52.4539099,13.5764126
255,255,9916693,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.9916693.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,300.0,10,2023-08-13,2023-08-29,20230813,5000,0.0,30.0,13.08.2023-300.0-30.0 Berlin,Mitte,2023-08,12.36732,-1.5430869129979032
256,256,5625848,www.wg-gesucht.de/wg-zimmer-in-Berlin-Zehlendorf.5625848.html,13.08.2023,"Berlin
                                                                    Steglitz -Friedenau",Berlin,                                                                   Steglitz -Friedenau,Muster Str. 1,660.0,18,2023-10-01,2024-03-31,20230813,5000,5.0,36.666666666666664,13.08.2023-660.0-36.666666666666664 Berlin,Friedenau,2024-03,52.472075,13.3296424
257,257,9880254,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedenau.9880254.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,500.0,20,2023-09-04,2023-10-03,20230813,5000,1.0,25.0,13.08.2023-500.0-25.0 Berlin,Wedding,2023-10,52.550123,13.34197
258,258,9682659,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9682659.html,13.08.2023,"Berlin
                                                                    Zehlendorf",Berlin,                                                                   Zehlendorf,Muster Str. 1,420.0,25,2023-10-01,,20230813,5000,,16.8,13.08.2023-420.0-16.8 Berlin,Zehlendorf,,52.4343217,13.2589298
259,259,9745209,www.wg-gesucht.de/wg-zimmer-in-Berlin.9745209.html,13.08.2023,"Berlin
                                                                    Friedenau",Berlin,                                                                   Friedenau,Muster Str. 1,600.0,12,2023-08-13,2023-11-30,20230813,5000,3.0,50.0,13.08.2023-600.0-50.0 Berlin,Friedenau,2023-11,52.472075,13.3296424
260,260,7817898,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kaulsdorf.7817898.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,510.0,24,2023-08-14,,20230813,5000,,21.25,13.08.2023-510.0-21.25 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
261,261,10285738,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.10285738.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,490.0,18,2023-08-14,,20230813,5000,,27.22222222222222,13.08.2023-490.0-27.22222222222222 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
262,262,10370681,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10370681.html,13.08.2023,"Berlin
                                                                    Kaulsdorf",Berlin,                                                                   Kaulsdorf,Muster Str. 1,350.0,12,2023-09-01,,20230813,5000,,29.166666666666668,13.08.2023-350.0-29.166666666666668 Berlin,Berlin,,52.5170365,13.3888599
263,263,9672658,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gropiusstadt.9672658.html,13.08.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,750.0,15,2023-10-01,,20230813,5000,,50.0,13.08.2023-750.0-50.0 Berlin,Wilmersdorf,,52.4871152,13.3203298
264,264,3268085,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.3268085.html,13.08.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,630.0,20,2023-09-08,,20230813,5000,,31.5,13.08.2023-630.0-31.5 Berlin,Spandau,,52.535788,13.1977924
265,265,6476557,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.6476557.html,13.08.2023,"Berlin
                                                                    Gropiusstadt",Berlin,                                                                   Gropiusstadt,Muster Str. 1,5.0,16,2023-08-13,2023-08-16,20230813,5000,0.0,0.3125,13.08.2023-5.0-0.3125 Berlin,Berlin,2023-08,52.5170365,13.3888599
266,266,10306926,www.wg-gesucht.de/wg-zimmer-in-Berlin-Oberschoeneweide.10306926.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,750.0,16,2023-09-01,2024-08-01,20230813,5000,11.0,46.875,13.08.2023-750.0-46.875 Berlin,Charlottenburg,2024-08,52.515747,13.3096834
267,267,10383331,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10383331.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,645.0,22,2023-08-19,2023-11-30,20230813,5000,3.0,29.318181818181817,13.08.2023-645.0-29.318181818181817 Berlin,Prenzlauer Berg,2023-11,52.5398466,13.4285652
268,268,9340769,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.9340769.html,13.08.2023,"Berlin
                                                                    Oberschöneweide",Berlin,                                                                   Oberschöneweide,Muster Str. 1,380.0,20,2023-08-15,2023-09-15,20230813,5000,1.0,19.0,13.08.2023-380.0-19.0 Berlin,Oberschöneweide,2023-09,52.4624563,13.5234762
269,269,10231259,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.10231259.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,560.0,23,2023-08-15,2023-12-01,20230813,5000,4.0,24.347826086956523,13.08.2023-560.0-24.347826086956523 Berlin,Neukölln,2023-12,52.4811497,13.4353501
270,270,9457578,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9457578.html,13.08.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,1050.0,10,2023-08-15,,20230813,5000,,105.0,13.08.2023-1050.0-105.0 Berlin,Wilmersdorf,,52.4871152,13.3203298
271,271,10390069,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390069.html,13.08.2023,"Berlin
                                                                    Steglitz-Zehlendorf",Berlin,                                                                   Steglitz-Zehlendorf,Muster Str. 1,550.0,21,2023-08-15,2023-10-31,20230813,5000,2.0,26.19047619047619,13.08.2023-550.0-26.19047619047619 Berlin,Steglitz,2023-10,52.4572569,13.3222865
272,272,10198941,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10198941.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,1100.0,14,2023-08-13,,20230813,5000,,78.57142857142857,13.08.2023-1100.0-78.57142857142857 Berlin,Berlin,,52.5170365,13.3888599
273,273,9595110,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9595110.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,270.0,10,2023-08-20,2023-09-10,20230813,5000,1.0,27.0,13.08.2023-270.0-27.0 Berlin,Mitte,2023-09,12.36732,-1.5430869129979032
274,274,10273543,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rudow.10273543.html,13.08.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,650.0,18,2023-08-14,2030-02-28,20230813,5000,78.0,36.111111111111114,13.08.2023-650.0-36.111111111111114 Berlin,Lichtenberg,2030-02,48.9212959,7.4812268
275,275,10066236,www.wg-gesucht.de/wg-zimmer-in-Berlin-Britz.10066236.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,30.0,25,2023-08-18,2023-08-25,20230813,5000,0.0,1.2,13.08.2023-30.0-1.2 Berlin,Neukölln,2023-08,52.4811497,13.4353501
276,276,10390053,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.10390053.html,13.08.2023,"Berlin
                                                                    Rudow",Berlin,                                                                   Rudow,Muster Str. 1,630.0,14,2023-08-11,,20230813,5000,,45.0,13.08.2023-630.0-45.0 Berlin,Berlin,,52.5170365,13.3888599
277,277,9637948,www.wg-gesucht.de/wg-zimmer-in-Berlin-Blankenburg.9637948.html,13.08.2023,"Berlin
                                                                    Britz",Berlin,                                                                   Britz,Muster Str. 1,750.0,12,2023-08-13,,20230813,5000,,62.5,13.08.2023-750.0-62.5 Berlin,Britz,,52.4483324,13.4423401
278,278,10390035,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390035.html,13.08.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,695.0,27,2023-10-01,,20230813,5000,,25.74074074074074,13.08.2023-695.0-25.74074074074074 Berlin,Tempelhof,,52.4632921,13.3864477
279,279,10390034,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390034.html,13.08.2023,"Berlin
                                                                    Blankenburg",Berlin,                                                                   Blankenburg,Muster Str. 1,497.0,12,2023-08-18,2024-05-31,20230813,5000,9.0,41.416666666666664,13.08.2023-497.0-41.416666666666664 Berlin,Blankenburg,2024-05,51.7902676,10.9551991
280,280,10390033,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390033.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,870.0,23,2023-08-14,,20230813,5000,,37.82608695652174,13.08.2023-870.0-37.82608695652174 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
281,281,10390032,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390032.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,790.0,14,2023-08-14,,20230813,5000,,56.42857142857143,13.08.2023-790.0-56.42857142857143 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
282,282,10390031,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390031.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1045.0,14,2023-08-15,,20230813,5000,,74.64285714285714,13.08.2023-1045.0-74.64285714285714 Berlin,Mitte,,12.36732,-1.5430869129979032
283,283,10390030,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390030.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1045.0,14,2023-08-15,,20230813,5000,,74.64285714285714,13.08.2023-1045.0-74.64285714285714 Berlin,Mitte,,12.36732,-1.5430869129979032
284,284,10390029,www.wg-gesucht.de/wg-zimmer-in-Berlin.10390029.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1045.0,14,2023-08-15,,20230813,5000,,74.64285714285714,13.08.2023-1045.0-74.64285714285714 Berlin,Mitte,,12.36732,-1.5430869129979032
285,285,10390028,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10390028.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1045.0,14,2023-08-15,,20230813,5000,,74.64285714285714,13.08.2023-1045.0-74.64285714285714 Berlin,Mitte,,12.36732,-1.5430869129979032
286,286,10390027,www.wg-gesucht.de/wg-zimmer-in-Berlin.10390027.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1050.0,10,2023-09-04,,20230813,5000,,105.0,13.08.2023-1050.0-105.0 Berlin,Berlin,,52.5170365,13.3888599
287,287,10390026,www.wg-gesucht.de/wg-zimmer-in-Berlin.10390026.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1050.0,10,2023-09-04,,20230813,5000,,105.0,13.08.2023-1050.0-105.0 Berlin,Friedrichshain,,52.5122154,13.4502904
288,288,10390025,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390025.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1050.0,13,2023-09-04,,20230813,5000,,80.76923076923077,13.08.2023-1050.0-80.76923076923077 Berlin,Berlin,,52.5170365,13.3888599
289,289,10390024,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390024.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1050.0,14,2023-09-04,,20230813,5000,,75.0,13.08.2023-1050.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
290,290,10390023,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10390023.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1050.0,15,2023-09-04,,20230813,5000,,70.0,13.08.2023-1050.0-70.0 Berlin,Mitte,,12.36732,-1.5430869129979032
291,291,10390022,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10390022.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1050.0,15,2023-08-19,,20230813,5000,,70.0,13.08.2023-1050.0-70.0 Berlin,Mitte,,12.36732,-1.5430869129979032
292,292,10390021,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390021.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,1050.0,14,2023-08-19,,20230813,5000,,75.0,13.08.2023-1050.0-75.0 Berlin,Kreuzberg,,52.4976443,13.411914
293,293,10390020,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390020.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1065.0,20,2023-09-04,,20230813,5000,,53.25,13.08.2023-1065.0-53.25 Berlin,Friedrichshain,,52.5122154,13.4502904
294,294,10390019,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390019.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
295,295,10390018,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390018.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
296,296,10390017,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390017.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
297,297,10390016,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390016.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
298,298,10390015,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390015.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
299,299,10390013,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390013.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
300,300,10390012,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390012.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,850.0,13,2023-08-14,,20230813,5000,,65.38461538461539,13.08.2023-850.0-65.38461538461539 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
301,301,10390011,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390011.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,790.0,16,2023-08-14,,20230813,5000,,49.375,13.08.2023-790.0-49.375 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
302,302,10390010,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390010.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
303,303,10390009,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10390009.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
304,304,10390007,www.wg-gesucht.de/wg-zimmer-in-Berlin.10390007.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
305,305,10390006,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10390006.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1065.0,14,2023-08-15,,20230813,5000,,76.07142857142857,13.08.2023-1065.0-76.07142857142857 Berlin,Mitte,,12.36732,-1.5430869129979032
306,306,10390005,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10390005.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1075.0,11,2023-09-04,,20230813,5000,,97.72727272727273,13.08.2023-1075.0-97.72727272727273 Berlin,Berlin,,52.5170365,13.3888599
307,307,10390002,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10390002.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1075.0,18,2023-08-15,,20230813,5000,,59.72222222222222,13.08.2023-1075.0-59.72222222222222 Berlin,Friedrichshain,,52.5122154,13.4502904
308,308,10390001,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10390001.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,1085.0,18,2023-08-15,,20230813,5000,,60.27777777777778,13.08.2023-1085.0-60.27777777777778 Berlin,Kreuzberg,,52.4976443,13.411914
309,309,10390000,www.wg-gesucht.de/wg-zimmer-in-Berlin.10390000.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1100.0,11,2023-08-15,,20230813,5000,,100.0,13.08.2023-1100.0-100.0 Berlin,Friedrichshain,,52.5122154,13.4502904
310,310,10389998,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichsfelde.10389998.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1100.0,12,2023-09-04,,20230813,5000,,91.66666666666667,13.08.2023-1100.0-91.66666666666667 Berlin,Friedrichshain,,52.5122154,13.4502904
311,311,10389996,www.wg-gesucht.de/wg-zimmer-in-Berlin.10389996.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1100.0,9,2023-09-04,,20230813,5000,,122.22222222222223,13.08.2023-1100.0-122.22222222222223 Berlin,Berlin,,52.5170365,13.3888599
312,312,10389995,www.wg-gesucht.de/wg-zimmer-in-Berlin.10389995.html,13.08.2023,"Berlin
                                                                    Friedrichsfelde",Berlin,                                                                   Friedrichsfelde,Muster Str. 1,1115.0,20,2023-09-04,,20230813,5000,,55.75,13.08.2023-1115.0-55.75 Berlin,Friedrichsfelde,,52.5029358,13.5205456
313,313,10389994,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10389994.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1125.0,45,2023-08-15,,20230813,5000,,25.0,13.08.2023-1125.0-25.0 Berlin,Berlin,,52.5170365,13.3888599
314,314,10389993,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10389993.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1125.0,22,2023-08-19,,20230813,5000,,51.13636363636363,13.08.2023-1125.0-51.13636363636363 Berlin,Berlin,,52.5170365,13.3888599
315,315,10389992,www.wg-gesucht.de/wg-zimmer-in-Berlin.10389992.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1140.0,18,2023-09-04,,20230813,5000,,63.333333333333336,13.08.2023-1140.0-63.333333333333336 Berlin,Friedrichshain,,52.5122154,13.4502904
316,316,10389989,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10389989.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1150.0,23,2023-09-04,,20230813,5000,,50.0,13.08.2023-1150.0-50.0 Berlin,Friedrichshain,,52.5122154,13.4502904
317,317,10389988,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10389988.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1150.0,20,2023-08-19,,20230813,5000,,57.5,13.08.2023-1150.0-57.5 Berlin,Berlin,,52.5170365,13.3888599
318,318,10389987,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10389987.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,1175.0,17,2023-09-04,,20230813,5000,,69.11764705882354,13.08.2023-1175.0-69.11764705882354 Berlin,Kreuzberg,,52.4976443,13.411914
319,319,10389977,www.wg-gesucht.de/wg-zimmer-in-Berlin.10389977.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,1200.0,14,2023-09-04,,20230813,5000,,85.71428571428571,13.08.2023-1200.0-85.71428571428571 Berlin,Mitte,,12.36732,-1.5430869129979032
