,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Pure Rent,Size,Date From,Date To,DataFrame Date,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
0,0,9670116,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9670116.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,480.0,22,2023-08-14,,20230813,5000,,21.818181818181817,13.08.2023-480.0-21.818181818181817 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
1,1,10264948,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10264948.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,450.0,13,2023-08-14,,20230813,5000,,34.61538461538461,13.08.2023-450.0-34.61538461538461 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
2,2,10391998,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10391998.html,13.08.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,360.0,17,2023-09-01,2024-03-30,20230813,5000,6.0,21.176470588235293,13.08.2023-360.0-21.176470588235293 Berlin,Friedrichshain,2024-03,52.5122154,13.4502904
3,3,10366015,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10366015.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,700.0,15,2023-08-13,2024-02-13,20230813,5000,6.0,46.666666666666664,13.08.2023-700.0-46.666666666666664 Berlin,Prenzlauer Berg,2024-02,52.5398466,13.4285652
4,4,9767917,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9767917.html,13.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,419.0,16,2023-09-01,2023-12-31,20230813,5000,3.0,26.1875,13.08.2023-419.0-26.1875 Berlin,Schöneberg,2023-12,52.482157,13.3551901
5,5,10391776,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10391776.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,700.0,15,2023-09-17,2023-10-22,20230813,5000,1.0,46.666666666666664,13.08.2023-700.0-46.666666666666664 Berlin,Neukölln,2023-10,52.4811497,13.4353501
6,6,10391902,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mariendorf.10391902.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1200.0,20,2023-09-01,,20230813,5000,,60.0,13.08.2023-1200.0-60.0 Berlin,Friedrichshain,,52.5122154,13.4502904
7,7,3693108,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.3693108.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,720.0,28,2023-09-01,,20230813,5000,,25.714285714285715,13.08.2023-720.0-25.714285714285715 Berlin,Wedding,,52.550123,13.34197
8,8,10324083,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10324083.html,13.08.2023,"Berlin
                                                                    Mariendorf",Berlin,                                                                   Mariendorf,Muster Str. 1,700.0,15,2023-08-14,,20230813,5000,,46.666666666666664,13.08.2023-700.0-46.666666666666664 Berlin,Mariendorf,,52.44008,13.3900277
9,9,7016965,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.7016965.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,750.0,25,2023-08-13,2023-09-30,20230813,5000,1.0,30.0,13.08.2023-750.0-30.0 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
10,10,1866441,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.1866441.html,13.08.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,500.0,14,2023-08-13,,20230813,5000,,35.714285714285715,13.08.2023-500.0-35.714285714285715 Berlin,Pankow,,52.5979174,13.435316
11,11,6796322,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.6796322.html,13.08.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,650.0,20,2023-08-13,,20230813,5000,,32.5,13.08.2023-650.0-32.5 Berlin,Pankow,,52.5979174,13.435316
12,12,6997601,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.6997601.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,491.0,17,2023-10-01,2024-07-01,20230813,5000,9.0,28.88235294117647,13.08.2023-491.0-28.88235294117647 Berlin,Friedrichshain,2024-07,52.5122154,13.4502904
13,13,9618090,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9618090.html,13.08.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,310.0,17,2023-08-15,,20230813,5000,,18.235294117647058,13.08.2023-310.0-18.235294117647058 Berlin,Charlottenburg,,52.515747,13.3096834
14,14,9972425,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9972425.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,491.0,19,2023-08-13,,20230813,5000,,25.842105263157894,13.08.2023-491.0-25.842105263157894 Berlin,Friedrichshain,,52.5122154,13.4502904
15,15,10191778,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10191778.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,500.0,17,2023-08-15,,20230813,5000,,29.41176470588235,13.08.2023-500.0-29.41176470588235 Berlin,Neukölln,,52.4811497,13.4353501
16,16,3945147,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.3945147.html,13.08.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,295.0,18,2023-10-01,,20230813,5000,,16.38888888888889,13.08.2023-295.0-16.38888888888889 Berlin,Charlottenburg,,52.515747,13.3096834
17,17,10031531,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marzahn-Hellersdorf.10031531.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,1100.0,40,2023-09-01,,20230813,5000,,27.5,13.08.2023-1100.0-27.5 Berlin,Charlottenburg,,52.515747,13.3096834
18,18,10053153,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10053153.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,580.0,17,2023-09-15,2024-06-30,20230813,5000,9.0,34.11764705882353,13.08.2023-580.0-34.11764705882353 Berlin,Charlottenburg,2024-06,52.515747,13.3096834
19,19,10380007,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marzahn.10380007.html,13.08.2023,"Berlin
                                                                    Marzahn-Hellersdorf",Berlin,                                                                   Marzahn-Hellersdorf,Muster Str. 1,450.0,11,2023-09-01,,20230813,5000,,40.90909090909091,13.08.2023-450.0-40.90909090909091 Berlin,Hellersdorf,,52.5366956,13.6048728
20,20,10309918,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weiensee.10309918.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,410.0,17,2023-08-14,,20230813,5000,,24.11764705882353,13.08.2023-410.0-24.11764705882353 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
21,21,8563819,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.8563819.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,380.0,16,2023-08-14,,20230813,5000,,23.75,13.08.2023-380.0-23.75 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
22,22,8413506,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.8413506.html,13.08.2023,"Berlin
                                                                    Weiensee",Berlin,                                                                   Weiensee,Muster Str. 1,35.0,15,2023-08-18,2023-08-21,20230813,5000,0.0,2.3333333333333335,13.08.2023-35.0-2.3333333333333335 Berlin,Berlin,2023-08,52.5170365,13.3888599
23,23,9401938,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9401938.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,29.0,21,2023-08-30,2023-09-21,20230813,5000,1.0,1.380952380952381,13.08.2023-29.0-1.380952380952381 Berlin,Neukölln,2023-09,52.4811497,13.4353501
24,24,10309240,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10309240.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,547.0,13,2023-10-01,,20230813,5000,,42.07692307692308,13.08.2023-547.0-42.07692307692308 Berlin,Friedrichshain,,52.5122154,13.4502904
25,25,4775202,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.4775202.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,150.0,15,2023-08-15,2023-08-18,20230813,5000,0.0,10.0,13.08.2023-150.0-10.0 Berlin,Neukölln,2023-08,52.4811497,13.4353501
26,26,4387527,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.4387527.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,550.0,18,2023-09-13,2023-09-30,20230813,5000,0.0,30.555555555555557,13.08.2023-550.0-30.555555555555557 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
27,27,9268247,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9268247.html,13.08.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,500.0,19,2023-09-01,2023-09-30,20230813,5000,0.0,26.31578947368421,13.08.2023-500.0-26.31578947368421 Berlin,Moabit,2023-09,52.5301017,13.3425422
28,28,10391873,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10391873.html,13.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,577.0,31,2023-08-13,,20230813,5000,,18.612903225806452,13.08.2023-577.0-18.612903225806452 Berlin,Schöneberg,,52.482157,13.3551901
29,29,5981733,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.5981733.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,400.0,25,2023-09-01,2023-09-30,20230813,5000,0.0,16.0,13.08.2023-400.0-16.0 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
30,30,3594863,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.3594863.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,500.0,24,2023-08-26,2023-09-30,20230813,5000,1.0,20.833333333333332,13.08.2023-500.0-20.833333333333332 Berlin,Charlottenburg,2023-09,52.515747,13.3096834
31,31,8077863,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.8077863.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,725.0,20,2023-09-01,,20230813,5000,,36.25,13.08.2023-725.0-36.25 Berlin,Neukölln,,52.4811497,13.4353501
32,32,9308784,www.wg-gesucht.de/wg-zimmer-in-Berlin.9308784.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,300.0,16,2023-09-01,,20230813,5000,,18.75,13.08.2023-300.0-18.75 Berlin,Charlottenburg,,52.515747,13.3096834
33,33,9097225,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte-Prenzlauer-Berg-Wedding.9097225.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,250.0,17,2023-08-25,2023-09-17,20230813,5000,1.0,14.705882352941176,13.08.2023-250.0-14.705882352941176 Berlin,Berlin,2023-09,52.5170365,13.3888599
34,34,8735196,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.8735196.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,200.0,10,2023-08-14,2024-04-06,20230813,5000,8.0,20.0,13.08.2023-200.0-20.0 Berlin,Berlin,2024-04,52.5170365,13.3888599
35,35,9906076,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9906076.html,13.08.2023,"Berlin
                                                                    Mitte/Prenzlauer Berg/ Wedding",Berlin,                                                                   Mitte/Prenzlauer Berg/ Wedding,Muster Str. 1,440.0,12,2023-09-01,2024-02-01,20230813,5000,5.0,36.666666666666664,13.08.2023-440.0-36.666666666666664 Berlin,Mitte,2024-02,12.36732,-1.5430869129979032
36,36,9677597,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9677597.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,400.0,9,2023-08-13,2024-08-31,20230813,5000,12.0,44.44444444444444,13.08.2023-400.0-44.44444444444444 Berlin,Friedrichshain,2024-08,52.5122154,13.4502904
37,37,9902945,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9902945.html,13.08.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,925.0,11,2023-08-13,,20230813,5000,,84.0909090909091,13.08.2023-925.0-84.0909090909091 Berlin,Lichtenberg,,48.9212959,7.4812268
38,38,9933318,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9933318.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,395.0,9,2023-08-16,2023-09-30,20230813,5000,1.0,43.888888888888886,13.08.2023-395.0-43.888888888888886 Berlin,Friedrichshain,2023-09,52.5122154,13.4502904
39,39,3217757,www.wg-gesucht.de/wg-zimmer-in-Berlin-Karlshorst.3217757.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1200.0,25,2023-09-01,,20230813,5000,,48.0,13.08.2023-1200.0-48.0 Berlin,Friedrichshain,,52.5122154,13.4502904
40,40,10349860,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10349860.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,550.0,22,2023-08-14,,20230813,5000,,25.0,13.08.2023-550.0-25.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
41,41,8923894,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.8923894.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,500.0,18,2023-08-14,,20230813,5000,,27.77777777777778,13.08.2023-500.0-27.77777777777778 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
42,42,9801909,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.9801909.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,1070.0,14,2023-08-15,,20230813,5000,,76.42857142857143,13.08.2023-1070.0-76.42857142857143 Berlin,Wedding,,52.550123,13.34197
43,43,7576083,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7576083.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,750.0,15,2023-09-01,,20230813,5000,,50.0,13.08.2023-750.0-50.0 Berlin,Prenzlauer Berg,,52.5398466,13.4285652
44,44,8802306,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.8802306.html,13.08.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,1200.0,15,2023-09-01,,20230813,5000,,80.0,13.08.2023-1200.0-80.0 Berlin,Pankow,,52.5979174,13.435316
45,45,9902847,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9902847.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,490.0,12,2023-08-13,2024-08-31,20230813,5000,12.0,40.833333333333336,13.08.2023-490.0-40.833333333333336 Berlin,Friedrichshain,2024-08,52.5122154,13.4502904
46,46,9833406,www.wg-gesucht.de/wg-zimmer-in-Berlin.9833406.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,850.0,17,2023-10-01,,20230813,5000,,50.0,13.08.2023-850.0-50.0 Berlin,Prenzlauer Berg,,52.5398466,13.4285652
47,47,10236969,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.10236969.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1200.0,25,2023-09-01,,20230813,5000,,48.0,13.08.2023-1200.0-48.0 Berlin,Friedrichshain,,52.5122154,13.4502904
48,48,8543395,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marzahn-Hellersdorf.8543395.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,400.0,17,2023-10-01,2026-09-30,20230813,5000,35.0,23.529411764705884,13.08.2023-400.0-23.529411764705884 Berlin,Berlin,2026-09,52.5170365,13.3888599
49,49,10019752,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10019752.html,13.08.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,650.0,30,2023-08-13,,20230813,5000,,21.666666666666668,13.08.2023-650.0-21.666666666666668 Berlin,Reinickendorf,,52.6047631,13.2952872
50,50,10391835,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10391835.html,13.08.2023,"Berlin
                                                                    Marzahn-Hellersdorf",Berlin,                                                                   Marzahn-Hellersdorf,Muster Str. 1,370.0,10,2023-08-15,,20230813,5000,,37.0,13.08.2023-370.0-37.0 Berlin,Hellersdorf,,52.5366956,13.6048728
51,51,9070989,www.wg-gesucht.de/wg-zimmer-in-Berlin-Halensee.9070989.html,13.08.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,1200.0,25,2023-09-01,,20230813,5000,,48.0,13.08.2023-1200.0-48.0 Berlin,Pankow,,52.5979174,13.435316
52,52,10391818,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10391818.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,500.0,22,2023-09-01,2023-10-15,20230813,5000,1.0,22.727272727272727,13.08.2023-500.0-22.727272727272727 Berlin,Neukölln,2023-10,52.4811497,13.4353501
53,53,5094003,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.5094003.html,13.08.2023,"Berlin
                                                                    Halensee",Berlin,                                                                   Halensee,Muster Str. 1,450.0,14,2023-08-30,2023-10-11,20230813,5000,2.0,32.142857142857146,13.08.2023-450.0-32.142857142857146 Berlin,Halensee,2023-10,52.4972262,13.2929986
54,54,10165292,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10165292.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,100.0,22,2023-08-15,2023-08-22,20230813,5000,0.0,4.545454545454546,13.08.2023-100.0-4.545454545454546 Berlin,Neukölln,2023-08,52.4811497,13.4353501
55,55,9779559,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.9779559.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,450.0,15,2023-09-01,,20230813,5000,,30.0,13.08.2023-450.0-30.0 Berlin,Neukölln,,52.4811497,13.4353501
56,56,10391752,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10391752.html,13.08.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,480.0,25,2023-08-13,2025-08-12,20230813,5000,24.0,19.2,13.08.2023-480.0-19.2 Berlin,Hellersdorf,2025-08,52.5366956,13.6048728
57,57,10327117,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10327117.html,13.08.2023,"Berlin
                                                                    Steglitz-Zehlendorf",Berlin,                                                                   Steglitz-Zehlendorf,Muster Str. 1,850.0,22,2023-09-01,,20230813,5000,,38.63636363636363,13.08.2023-850.0-38.63636363636363 Berlin,Steglitz,,52.4572569,13.3222865
58,58,10390070,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10390070.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,500.0,18,2023-10-08,2024-01-01,20230813,5000,3.0,27.77777777777778,13.08.2023-500.0-27.77777777777778 Berlin,Wedding,2024-01,52.550123,13.34197
59,59,10256572,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10256572.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,855.0,24,2023-08-13,,20230813,5000,,35.625,13.08.2023-855.0-35.625 Berlin,Berlin,,52.5170365,13.3888599
60,60,10363122,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10363122.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,430.0,13,2023-08-14,,20230813,5000,,33.07692307692308,13.08.2023-430.0-33.07692307692308 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
61,61,9730385,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9730385.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,410.0,17,2023-08-14,,20230813,5000,,24.11764705882353,13.08.2023-410.0-24.11764705882353 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
62,62,10222864,www.wg-gesucht.de/wg-zimmer-in-Berlin-Dahlem.10222864.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,320.0,30,2023-09-01,,20230813,5000,,10.666666666666666,13.08.2023-320.0-10.666666666666666 Berlin,Wedding,,52.550123,13.34197
63,63,5794178,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.5794178.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,317.0,15,2023-09-01,2024-06-30,20230813,5000,9.0,21.133333333333333,13.08.2023-317.0-21.133333333333333 Berlin,Charlottenburg,2024-06,52.515747,13.3096834
64,64,10174295,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10174295.html,13.08.2023,"Berlin
                                                                    Dahlem",Berlin,                                                                   Dahlem,Muster Str. 1,280.0,15,2023-08-13,,20230813,5000,,18.666666666666668,13.08.2023-280.0-18.666666666666668 Berlin,Berlin,,52.5170365,13.3888599
65,65,8177494,www.wg-gesucht.de/wg-zimmer-in-Berlin-READmyTEXTasWellPlease.8177494.html,13.08.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,460.0,17,2023-08-13,2024-03-29,20230813,5000,7.0,27.058823529411764,13.08.2023-460.0-27.058823529411764 Berlin,Steglitz,2024-03,52.4572569,13.3222865
66,66,10388936,www.wg-gesucht.de/wg-zimmer-in-Berlin-berlin.10388936.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,400.0,14,2023-09-01,2024-02-29,20230813,5000,5.0,28.571428571428573,13.08.2023-400.0-28.571428571428573 Berlin,Prenzlauer Berg,2024-02,52.5398466,13.4285652
67,67,9336661,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauerberg.9336661.html,13.08.2023,"Berlin
                                                                    READmyTEXTasWellPlease",Berlin,                                                                   READmyTEXTasWellPlease,Muster Str. 1,550.0,13,2023-09-16,,20230813,5000,,42.30769230769231,13.08.2023-550.0-42.30769230769231 Berlin,Berlin,,52.5170365,13.3888599
68,68,9914214,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichterfelde.9914214.html,13.08.2023,"Berlin
                                                                    berlin",Berlin,                                                                   berlin,Muster Str. 1,690.0,15,2023-08-15,2023-10-31,20230813,5000,2.0,46.0,13.08.2023-690.0-46.0 Berlin,Berlin,2023-10,52.5170365,13.3888599
69,69,10083041,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10083041.html,13.08.2023,"Berlin
                                                                    Prenzlauerberg",Berlin,                                                                   Prenzlauerberg,Muster Str. 1,700.0,20,2023-09-01,2023-12-15,20230813,5000,3.0,35.0,13.08.2023-700.0-35.0 Berlin,Prenzlauer Berg,2023-12,52.5398466,13.4285652
70,70,10391728,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin--Westend.10391728.html,13.08.2023,"Berlin
                                                                    Lichterfelde",Berlin,                                                                   Lichterfelde,Muster Str. 1,165.0,13,2023-09-01,,20230813,5000,,12.692307692307692,13.08.2023-165.0-12.692307692307692 Berlin,Lichterfelde,,52.437293,13.3138645
71,71,8004813,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.8004813.html,13.08.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,600.0,15,2023-08-13,,20230813,5000,,40.0,13.08.2023-600.0-40.0 Berlin,Hellersdorf,,52.5366956,13.6048728
72,72,4835632,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.4835632.html,13.08.2023,"Berlin
                                                                    Berlin - Westend",Berlin,                                                                   Berlin - Westend,Muster Str. 1,710.0,20,2023-09-04,2023-10-31,20230813,5000,1.0,35.5,13.08.2023-710.0-35.5 Berlin,Berlin,2023-10,52.5170365,13.3888599
73,73,6896281,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.6896281.html,13.08.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,500.0,11,2023-10-01,2023-11-30,20230813,5000,1.0,45.45454545454545,13.08.2023-500.0-45.45454545454545 Berlin,Tempelhof,2023-11,52.4632921,13.3864477
74,74,10205034,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10205034.html,13.08.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,549.0,16,2023-10-01,,20230813,5000,,34.3125,13.08.2023-549.0-34.3125 Berlin,Reinickendorf,,52.6047631,13.2952872
75,75,4378558,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4378558.html,13.08.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,799.0,12,2023-08-28,,20230813,5000,,66.58333333333333,13.08.2023-799.0-66.58333333333333 Berlin,Reinickendorf,,52.6047631,13.2952872
76,76,10140531,www.wg-gesucht.de/wg-zimmer-in-Berlin.10140531.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,700.0,18,2023-09-01,2024-06-30,20230813,5000,9.0,38.888888888888886,13.08.2023-700.0-38.888888888888886 Berlin,Charlottenburg,2024-06,52.515747,13.3096834
