,Unnamed: 0,Data ID,Link,Posting Date,Location,City,Neighbourhood,Full Address,Address,Miete,Pure rent,Service Charge,Other Charge,Größe,Date From,Date To,DataFrame,Deposit,Rooms,Full Address Lenght,EUR / SQM
114,114,2atqx5y,https://www.immowelt.de/expose/2atqx5y,,,Berlin,Hellersdorf,"Stendaler StraÃe 63, Berlin (Hellersdorf)",Stendaler strße 63,499.0,499,5000,5000,35.69,,,20230424,5000,1.0,2,13.981507425049035
115,115,2agbx5y,https://www.immowelt.de/expose/2agbx5y,,,Berlin,Hellersdorf,"Kastanienallee 86, Berlin (Hellersdorf)",Kastanienallee 86,649.0,649,5000,5000,55.98,,,20230424,5000,2.0,2,11.593426223651305
116,116,2am2w5y,https://www.immowelt.de/expose/2am2w5y,,,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,750.0,750,5000,5000,60.0,,,20230424,5000,3.0,1,12.5
117,117,2amlv5y,https://www.immowelt.de/expose/2amlv5y,,,Berlin,GrÃ¼nau,"RegattastraÃe 39, Berlin (GrÃ¼nau)",Regattastrße 39,1370.0,1.370,5000,5000,85.62,,,20230424,5000,4.0,2,16.000934361130575
118,118,2ae2s5y,https://www.immowelt.de/expose/2ae2s5y,,,Berlin,Oberschöneweide,"Wilhelminenhofstr. 14, Berlin (OberschÃ¶neweide)",Wilhelminenhofstr. 14,845.0,845,5000,5000,51.44,,,20230424,5000,,2,16.426905132192847
119,119,2aywr5y,https://www.immowelt.de/expose/2aywr5y,,,Berlin,Charlottenburg,"Tegeler Weg 10, Berlin (Charlottenburg)",Tegeler weg 10,1700.0,1.700,5000,5000,115.09,,,20230424,5000,4.0,2,14.771048744460856
120,120,2axhr5y,https://www.immowelt.de/expose/2axhr5y,,,Berlin,Friedrichshain,Berlin (Friedrichshain),,1100.0,1.100,5000,5000,33.1,,,20230424,5000,1.0,1,33.23262839879154
121,121,2ar8r5y,https://www.immowelt.de/expose/2ar8r5y,,,Berlin,Mitte,"Hedwig-PorschÃ¼tz-StraÃe 22, Berlin (Mitte)",Hedwig-porschütz-strße 22,1620.55,"1.620,55",5000,5000,76.57,,,20230424,5000,2.0,2,21.16429410996474
122,122,2ak6r5y,https://www.immowelt.de/expose/2ak6r5y,,,Berlin,Neu-Hohenschönhausen,"Wustrower StraÃe 23, Berlin (Neu-HohenschÃ¶nhausen)",Wustrower strße 23,829.0,829,5000,5000,70.74,,,20230424,5000,3.0,2,11.718970879276224
123,123,2aj6r5y,https://www.immowelt.de/expose/2aj6r5y,,,Berlin,Neu-Hohenschönhausen,"Wustrower StraÃe 23, Berlin (Neu-HohenschÃ¶nhausen)",Wustrower strße 23,829.0,829,5000,5000,71.78,,,20230424,5000,3.0,2,11.549178044023405
124,124,2a6up5y,https://www.immowelt.de/expose/2a6up5y,,,Berlin,Westend,Berlin (Westend),,950.0,950,5000,5000,45.0,,,20230424,5000,1.0,1,21.11111111111111
125,125,2ahap5y,https://www.immowelt.de/expose/2ahap5y,,,Berlin,Tiergarten,"Bissingzeile 5, Berlin (Tiergarten)",Bissingzeile 5,3780.0,3.780,5000,5000,189.0,,,20230424,5000,3.0,2,20.0
126,126,2agqj5m,https://www.immowelt.de/expose/2agqj5m,,,Berlin,Rummelsburg,Berlin (Rummelsburg),,2800.0,2.800,5000,5000,106.0,,,20230424,5000,3.5,1,26.41509433962264
127,127,2an4w5s,https://www.immowelt.de/expose/2an4w5s,,,Berlin,Schöneberg,"Martin LutherstraÃe 86, Berlin (SchÃ¶neberg)",Martin lutherstrße 86,1400.0,1.400,5000,5000,45.0,,,20230424,5000,2.0,2,31.11111111111111
128,128,2a2gl5y,https://www.immowelt.de/expose/2a2gl5y,,,Berlin,Charlottenburg,"Roscherstrasse 7, Berlin (Charlottenburg)",Roscherstrasse 7,893.0,893,5000,5000,35.0,,,20230424,5000,1.0,2,25.514285714285716
129,129,2agzk5y,https://www.immowelt.de/expose/2agzk5y,,,Berlin,Prenzlauer,"Greifswalder StraÃe 34/35, Berlin (Prenzlauer Berg)",Greifswalder strße 34/35,6500.0,6.500,5000,5000,231.0,,,20230424,5000,5.0,2,28.138528138528137
130,130,2ahqk5y,https://www.immowelt.de/expose/2ahqk5y,,,Berlin,Tegel,Berlin (Tegel),,1400.0,1.400,5000,5000,100.0,,,20230424,5000,2.0,1,14.0
131,131,2ahgk5y,https://www.immowelt.de/expose/2ahgk5y,,,Berlin,Moabit,"Lehrter Str 24B, Berlin (Moabit)",Lehrter str 24b,949.0,949,5000,5000,22.35,,,20230424,5000,1.0,2,42.46085011185682
132,132,25fve5l,https://www.immowelt.de/expose/25fve5l,,,Berlin,Französisch,"Berliner StraÃe 3, Berlin (FranzÃ¶sisch Buchholz)",Berliner strße 3,624.0,624,5000,5000,52.0,,,20230424,5000,2.5,2,12.0
133,133,2amyf5y,https://www.immowelt.de/expose/2amyf5y,,,Berlin,Friedrichshain,"Wilhelm-Stolze-Strasse 19, Berlin (Friedrichshain)",Wilhelm-stolze-strasse 19,1250.0,1.250,5000,5000,57.0,,,20230424,5000,2.0,2,21.92982456140351
134,134,2akmf5y,https://www.immowelt.de/expose/2akmf5y,,,Berlin,Lichterfelde,"Billy-Wilder-Promenade 32 a, Berlin (Lichterfelde)",Billy-wilder-promenade 32 a,1894.94,"1.894,94",5000,5000,130.32,,,20230424,5000,3.0,2,14.540669122160836
135,135,2apuu5z,https://www.immowelt.de/expose/2apuu5z,,,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,578.0,578,5000,5000,13.8,,,20230424,5000,1.0,1,41.88405797101449
136,136,2atpd5y,https://www.immowelt.de/expose/2atpd5y,,,Berlin,Karlshorst,Berlin (Karlshorst),,1325.0,1.325,5000,5000,103.0,,,20230424,5000,3.5,1,12.864077669902912
137,137,2a6cb5y,https://www.immowelt.de/expose/2a6cb5y,,,Berlin,Grunewald,Berlin (Grunewald),,4440.0,4.440,5000,5000,185.0,,,20230424,5000,4.0,1,24.0
138,138,2au5d5y,https://www.immowelt.de/expose/2au5d5y,,,Berlin,Karow,"PfannschmidtstraÃe 35, Berlin (Karow)",Pfannschmidtstrße 35,949.0,949,5000,5000,74.49,,,20230424,5000,3.0,2,12.739965095986038
139,139,2a5fc5y,https://www.immowelt.de/expose/2a5fc5y,,,Berlin,Friedrichshain,Berlin (Friedrichshain),,1273.0,1.273,5000,5000,134.0,,,20230424,5000,4.5,1,9.5
140,140,2av4c5y,https://www.immowelt.de/expose/2av4c5y,,,Berlin,Wilmersdorf,"Binger StraÃe 0, Berlin (Wilmersdorf)",Binger strße 0,1250.0,1.250,5000,5000,55.0,,,20230424,5000,2.0,2,22.727272727272727
141,141,2awy85y,https://www.immowelt.de/expose/2awy85y,,,Berlin,Neukölln,Berlin (NeukÃ¶lln),,2750.0,2.750,5000,5000,159.0,,,20230424,5000,3.0,1,17.29559748427673
142,142,2agpw5s,https://www.immowelt.de/expose/2agpw5s,,,Berlin,PlÃ¤nterwald,"Am Treptower Park 35, Berlin (PlÃ¤nterwald)",Am treptower park 35,850.0,850,5000,5000,28.0,,,20230424,5000,,2,30.357142857142858
143,143,2tfy746,https://www.immowelt.de/expose/2tfy746,,,Berlin,Prenzlauer,"Erich-Weinert-Str. 135, Berlin (Prenzlauer Berg)",Erich-weinert-str. 135,16000.0,1.600 CHF,5000,5000,41.0,,,20230424,5000,2.0,2,390.2439024390244
144,144,2aun85y,https://www.immowelt.de/expose/2aun85y,,,Berlin,Dahlem,Berlin (Dahlem),,1400.0,1.400,5000,5000,75.0,,,20230424,5000,3.0,1,18.666666666666668
145,145,2a5n85y,https://www.immowelt.de/expose/2a5n85y,,,Berlin,Friedenau,Berlin (Friedenau),,1058.0,1.058,5000,5000,140.0,,,20230424,5000,5.0,1,7.557142857142857
146,146,2avm85y,https://www.immowelt.de/expose/2avm85y,,,Berlin,Friedrichshain,Berlin (Friedrichshain),,437.0,437,5000,5000,39.0,,,20230424,5000,1.0,1,11.205128205128204
147,147,2azl85y,https://www.immowelt.de/expose/2azl85y,,,Berlin,Alt-Treptow,Berlin (Alt-Treptow),,808.0,808,5000,5000,95.0,,,20230424,5000,3.0,1,8.505263157894737
148,148,2aa775y,https://www.immowelt.de/expose/2aa775y,,,Berlin-Friedrichshain,Friedrichshain,Berlin-Friedrichshain (Friedrichshain),,2800.0,2.800,5000,5000,,,,20230424,5000,3.0,1,
149,149,2ax675y,https://www.immowelt.de/expose/2ax675y,,,Berlin-Friedrichshagen,Friedrichshagen,Berlin-Friedrichshagen (Friedrichshagen),,8275.0,8.275,5000,5000,276.0,,,20230424,5000,8.0,1,29.981884057971016
150,150,2aym55y,https://www.immowelt.de/expose/2aym55y,,,Berlin,Tiergarten,Berlin (Tiergarten),,900.0,900,5000,5000,40.0,,,20230424,5000,1.0,1,22.5
151,151,2a6645y,https://www.immowelt.de/expose/2a6645y,,,Berlin,Schmöckwitz,"Alt-SchmÃ¶ckwitz 9a, Berlin (SchmÃ¶ckwitz)",Alt-schmã¶ckwitz 9a,1400.0,1.400,5000,5000,62.8,,,20230424,5000,2.0,2,22.29299363057325
152,152,2a3y35y,https://www.immowelt.de/expose/2a3y35y,,,Berlin,Prenzlauer,"Oderberger StraÃe 10, Berlin (Prenzlauer Berg)",Oderberger strße 10,1652.0,1.652,5000,5000,118.0,,,20230424,5000,4.0,2,14.0
153,153,2afuu5z,https://www.immowelt.de/expose/2afuu5z,,,Berlin,Marienfelde,Berlin (Marienfelde),,1043.0,1.043,5000,5000,60.0,,,20230424,5000,2.0,1,17.383333333333333
154,154,2ahtu5z,https://www.immowelt.de/expose/2ahtu5z,,,Berlin,Marienfelde,Berlin (Marienfelde),,867.0,867,5000,5000,30.0,,,20230424,5000,1.0,1,28.9
155,155,2astu5z,https://www.immowelt.de/expose/2astu5z,,,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,745.0,745,5000,5000,22.82,,,20230424,5000,1.0,1,32.646801051709026
156,156,2axuu5z,https://www.immowelt.de/expose/2axuu5z,,,Berlin,Marienfelde,Berlin (Marienfelde),,849.0,849,5000,5000,30.0,,,20230424,5000,1.0,1,28.3
157,157,2atvy5x,https://www.immowelt.de/expose/2atvy5x,,,Berlin,Neukölln,"Saalestr. 72, Berlin (NeukÃ¶lln)",Saalestr. 72,650.0,650,5000,5000,23.0,,,20230424,5000,1.0,2,28.26086956521739
158,158,2amty5x,https://www.immowelt.de/expose/2amty5x,,,Berlin,Schmargendorf,"HundekehlestraÃe 22, Berlin (Schmargendorf)",Hundekehlestrße 22,3000.0,3.000,5000,5000,75.0,,,20230424,5000,3.0,2,40.0
159,159,2adty5x,https://www.immowelt.de/expose/2adty5x,,,Berlin,Charlottenburg,"DahlmannstraÃe 9, Berlin (Charlottenburg)",Dahlmannstrße 9,4900.0,4.900,5000,5000,165.0,,,20230424,5000,4.0,2,29.696969696969695
160,160,2x6q844,https://www.immowelt.de/expose/2x6q844,,,Berlin,Lichterfelde,"OstpreuÃendamm 106, Berlin (Lichterfelde)",Ostpreuãendamm 106,2045.12,"2.045,12",5000,5000,116.2,,,20230424,5000,4.0,2,17.599999999999998
161,161,2xxka44,https://www.immowelt.de/expose/2xxka44,,,Berlin,Lichterfelde,"OstpreuÃendamm 106, Berlin (Lichterfelde)",Ostpreuãendamm 106,1656.16,"1.656,16",5000,5000,94.1,,,20230424,5000,3.0,2,17.6
162,162,2apwv5x,https://www.immowelt.de/expose/2apwv5x,,,Berlin,Karow,"MÃ¼nchehagenstraÃe 38, Berlin (Karow)",Münchehagenstrße 38,521.91,"521,91",5000,5000,56.86,,,20230424,5000,2.0,2,9.17886035877594
163,163,2af6v5x,https://www.immowelt.de/expose/2af6v5x,,,Berlin,Rudow,Berlin (Rudow),,1295.0,1.295,5000,5000,55.16,,,20230424,5000,2.0,1,23.477157360406093
164,164,29jf85v,https://www.immowelt.de/expose/29jf85v,,,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,580.0,580,5000,5000,35.0,,,20230424,5000,1.0,1,16.571428571428573
165,165,2ah5l59,https://www.immowelt.de/expose/2ah5l59,,,Berlin,Buckow,"Fritz-Erler-Allee 57, Berlin (Buckow)",Fritz-erler-allee 57,2150.0,2.150,5000,5000,115.56,,,20230424,5000,4.0,2,18.605053651782622
166,166,2awcs5x,https://www.immowelt.de/expose/2awcs5x,,,Berlin,Kreuzberg,"Fidicinstr. 33, Berlin (Kreuzberg)",Fidicinstr. 33,926.88,"926,88",5000,5000,33.5,,,20230424,5000,1.0,2,27.66805970149254
167,167,2aalp5x,https://www.immowelt.de/expose/2aalp5x,,,Berlin,Rudow,Berlin (Rudow),,319.52,"319,52",5000,5000,41.94,,,20230424,5000,1.0,1,7.618502622794468
168,168,2atkn5x,https://www.immowelt.de/expose/2atkn5x,,,Berlin,Tiergarten,"gabriel tergit promenade 21, Berlin (Tiergarten)",Gabriel tergit promenade 21,1600.0,1.600,5000,5000,50.0,,,20230424,5000,2.0,2,32.0
169,169,2ap8n5x,https://www.immowelt.de/expose/2ap8n5x,,,Berlin,Dahlem,"Clayallee 225E, Berlin (Dahlem)",Clayallee 225e,3510.0,3.510,5000,5000,117.0,,,20230424,5000,3.0,2,30.0
170,170,2a4hl5x,https://www.immowelt.de/expose/2a4hl5x,,,Berlin,Zehlendorf,"BergengrÃ¼nstr. 32, Berlin (Zehlendorf)",Bergengrünstr. 32,2145.0,2.145,5000,5000,134.08,,,20230424,5000,5.0,2,15.997911694510739
171,171,2aupk5x,https://www.immowelt.de/expose/2aupk5x,,,Berlin,Tegel,Berlin (Tegel),,1095.0,1.095,5000,5000,62.0,,,20230424,5000,2.0,1,17.661290322580644
172,172,2a9kk5x,https://www.immowelt.de/expose/2a9kk5x,,,Berlin,Charlottenburg,"TeichgrÃ¤berzeile 17, Berlin (Charlottenburg)",Teichgräberzeile 17,590.0,590,5000,5000,52.05,,,20230424,5000,2.0,2,11.33525456292027
173,173,2ahdk5x,https://www.immowelt.de/expose/2ahdk5x,,,Berlin,Charlottenburg,"KurfÃ¼rstendamm 36, Berlin (Charlottenburg)",Kurfüstendamm 36,4499.0,4.499,5000,5000,157.0,,,20230424,5000,3.0,2,28.656050955414013
174,174,2ar6k5x,https://www.immowelt.de/expose/2ar6k5x,,,Berlin,Mitte,"Alex-Wedding-StraÃe 5, Berlin (Mitte)",Alex-wedding-strße 5,2080.0,2.080,5000,5000,116.0,,,20230424,5000,3.0,2,17.93103448275862
175,175,2az4k5x,https://www.immowelt.de/expose/2az4k5x,,,Berlin,Rudow,Berlin (Rudow),,1290.0,1.290,5000,5000,92.7,,,20230424,5000,3.0,1,13.915857605177994
176,176,2agnj5x,https://www.immowelt.de/expose/2agnj5x,,,Berlin,Kreuzberg,Berlin (Kreuzberg),,2500.0,2.500,5000,5000,104.0,,,20230424,5000,3.0,1,24.03846153846154
177,177,2azlh5x,https://www.immowelt.de/expose/2azlh5x,,,Berlin,Hellersdorf,"Henny-Porten-StraÃe 6, Berlin (Hellersdorf)",Henny-porten-strße 6,749.0,749,5000,5000,68.06,,,20230424,5000,3.0,2,11.004995592124596
178,178,2aq9h5x,https://www.immowelt.de/expose/2aq9h5x,,,Berlin,Hellersdorf,"Kastanienallee 46, Berlin (Hellersdorf)",Kastanienallee 46,809.0,809,5000,5000,82.91,,,20230424,5000,4.0,2,9.75756844771439
179,179,2azp25s,https://www.immowelt.de/expose/2azp25s,,,Berlin,Moabit,"Rostocker Strasse 3, Berlin (Moabit)",Rostocker strasse 3,1350.0,1.350,5000,5000,75.0,,,20230424,5000,2.0,2,18.0
180,180,2a2k85l,https://www.immowelt.de/expose/2a2k85l,,,Berlin,Friedrichshain,Berlin (Friedrichshain),,1400.0,1.400,5000,5000,60.0,,,20230424,5000,2.5,1,23.333333333333332
181,181,2alv55x,https://www.immowelt.de/expose/2alv55x,,,Berlin,Lichterfelde,Berlin (Lichterfelde),,1975.0,1.975,5000,5000,114.0,,,20230424,5000,2.0,1,17.32456140350877
182,182,2a8w45x,https://www.immowelt.de/expose/2a8w45x,,,Berlin,Pankow,Berlin (Pankow),,1420.9,"1.420,90",5000,5000,68.51,,,20230424,5000,2.0,1,20.740037950664135
183,183,2ahh55x,https://www.immowelt.de/expose/2ahh55x,,,Berlin,Mitte,"Voltairestr. 11, Berlin (Mitte)",Voltairestr. 11,2500.0,2.500,5000,5000,68.5,,,20230424,5000,2.0,2,36.496350364963504
184,184,2a4845x,https://www.immowelt.de/expose/2a4845x,,,Berlin,Französisch,"Tiriotstr. 12, Berlin (FranzÃ¶sisch Buchholz)",Tiriotstr. 12,541.0,541,5000,5000,51.12,,,20230424,5000,2.0,2,10.582942097026605
185,185,2adv359,https://www.immowelt.de/expose/2adv359,,,Berlin,Buckow,"Fritz-Erler-Allee 57, Berlin (Buckow)",Fritz-erler-allee 57,1500.0,1.500,5000,5000,79.1,,,20230424,5000,2.0,2,18.963337547408344
186,186,2a8925x,https://www.immowelt.de/expose/2a8925x,,,Berlin,Alt-Hohenschönhausen,"Simon-Bolivar-Str. 6, Berlin (Alt-HohenschÃ¶nhausen)",Simon-bolivar-str. 6,1119.4,"1.119,40",5000,5000,66.79,,,20230424,5000,3.0,2,16.759994011079502
187,187,2as9x5w,https://www.immowelt.de/expose/2as9x5w,,,Berlin,Mitte,"BeuthstraÃe 13, Berlin (Mitte)",Beuthstrße 13,2750.0,2.750,5000,5000,114.0,,,20230424,5000,4.0,2,24.12280701754386
188,188,2ad8t5w,https://www.immowelt.de/expose/2ad8t5w,,,Berlin,Konradshöhe,"JÃ¶rsstraÃe 1, Berlin (KonradshÃ¶he)",Jã¶rsstrße 1,2500.0,2.500,5000,5000,150.0,,,20230424,5000,6.0,2,16.666666666666668
189,189,2a7ss5w,https://www.immowelt.de/expose/2a7ss5w,,,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,380.0,380,5000,5000,57.0,,,20230424,5000,3.0,1,6.666666666666667
190,190,2alkr5w,https://www.immowelt.de/expose/2alkr5w,,,Berlin,Kladow,Berlin (Kladow),,1100.0,1.100,5000,5000,65.0,,,20230424,5000,2.0,1,16.923076923076923
191,191,2avbr5w,https://www.immowelt.de/expose/2avbr5w,,,Berlin,Friedrichshain,Berlin (Friedrichshain),,1750.0,1.750,5000,5000,71.0,,,20230424,5000,3.0,1,24.64788732394366
192,192,2a2cr5w,https://www.immowelt.de/expose/2a2cr5w,,,Berlin,Pankow,Berlin (Pankow),,425.0,425,5000,5000,54.0,,,20230424,5000,2.0,1,7.87037037037037
193,193,2aebr5w,https://www.immowelt.de/expose/2aebr5w,,,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,500.0,500,5000,5000,67.0,,,20230424,5000,2.5,1,7.462686567164179
194,194,2a7dq5w,https://www.immowelt.de/expose/2a7dq5w,,,Berlin,Zehlendorf,Berlin (Zehlendorf),,1000.0,1.000,5000,5000,93.0,,,20230424,5000,3.0,1,10.75268817204301
195,195,2annp5w,https://www.immowelt.de/expose/2annp5w,,,Berlin,Pankow,Berlin (Pankow),,1959.54,"1.959,54",5000,5000,91.15,,,20230424,5000,2.0,1,21.49797037849698
196,196,2axzn5w,https://www.immowelt.de/expose/2axzn5w,,,Berlin,Prenzlauer,"Jablonskistrasse 24, Berlin (Prenzlauer Berg)",Jablonskistrasse 24,1000.0,1.000,5000,5000,68.0,,,20230424,5000,2.5,2,14.705882352941176
197,197,2a93j5w,https://www.immowelt.de/expose/2a93j5w,,,Berlin,Britz,Berlin (Britz),,1395.0,1.395,5000,5000,90.0,,,20230424,5000,3.0,1,15.5
198,198,2ak8h5w,https://www.immowelt.de/expose/2ak8h5w,,,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,2950.0,2.950,5000,5000,122.5,,,20230424,5000,5.0,1,24.081632653061224
199,199,2awsf5w,https://www.immowelt.de/expose/2awsf5w,,,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,5200.0,5.200,5000,5000,211.0,,,20230424,5000,5.0,1,24.644549763033176
200,200,2an3e5w,https://www.immowelt.de/expose/2an3e5w,,,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,1800.0,1.800,5000,5000,90.0,,,20230424,5000,3.0,1,20.0
201,201,2apvm57,https://www.immowelt.de/expose/2apvm57,,,Berlin,Charlottenburg,"PestalozzistraÃe 56, Berlin (Charlottenburg)",Pestalozzistrße 56,3995.0,3.995,5000,5000,139.0,,,20230424,5000,3.0,2,28.741007194244606
202,202,2afbb5w,https://www.immowelt.de/expose/2afbb5w,,,Berlin,Charlottenburg,"Wielandstr. 13, Berlin (Charlottenburg)",Wielandstr. 13,3905.83,"3.905,83",5000,5000,219.98,,,20230424,5000,6.0,2,17.755386853350306
203,203,2a6le5u,https://www.immowelt.de/expose/2a6le5u,,,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,2700.0,2.700,5000,5000,93.0,,,20230424,5000,3.0,1,29.032258064516128
204,204,2ash45w,https://www.immowelt.de/expose/2ash45w,,,Berlin,Mitte,"MÃ¼nzstraÃe 10, Berlin (Mitte)",Münzstrße 10,4302.16,"4.302,16",5000,5000,142.83,,,20230424,5000,4.0,2,30.120842960162427
205,205,2anc35w,https://www.immowelt.de/expose/2anc35w,,,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,835.0,835,5000,5000,35.01,,,20230424,5000,1.0,1,23.850328477577836
206,206,2aw735w,https://www.immowelt.de/expose/2aw735w,,,Berlin,Hellersdorf,"Kastanienallee 100, Berlin (Hellersdorf)",Kastanienallee 100,489.0,489,5000,5000,35.69,,,20230424,5000,1.0,2,13.701316895488933
207,207,2aw335w,https://www.immowelt.de/expose/2aw335w,,,Berlin,Hellersdorf,"Kastanienallee 72, Berlin (Hellersdorf)",Kastanienallee 72,499.0,499,5000,5000,35.69,,,20230424,5000,1.0,2,13.981507425049035
208,208,2a3y25w,https://www.immowelt.de/expose/2a3y25w,,,Berlin,Hellersdorf,"Kastanienallee 72, Berlin (Hellersdorf)",Kastanienallee 72,499.0,499,5000,5000,35.69,,,20230424,5000,1.0,2,13.981507425049035
209,209,2a9ac5y,https://www.immowelt.de/expose/2a9ac5y,,,Berlin,Friedrichshain,"Kadiner StraÃe 15, Berlin (Friedrichshain)",Kadiner strße 15,1998.0,1.998,5000,5000,76.0,,,20230424,5000,2.0,2,26.289473684210527
210,210,2aq5z5v,https://www.immowelt.de/expose/2aq5z5v,,,Berlin,Charlottenburg,"Pascalstr. 7, Berlin (Charlottenburg)",Pascalstr. 7,2990.0,2.990,5000,5000,131.0,,,20230424,5000,4.0,2,22.82442748091603
211,211,2a8px5v,https://www.immowelt.de/expose/2a8px5v,,,Berlin,Steglitz,Berlin (Steglitz),,3200.0,3.200,5000,5000,189.0,,,20230424,5000,5.0,1,16.93121693121693
212,212,2ar9w5v,https://www.immowelt.de/expose/2ar9w5v,,,Berlin,Alt-Hohenschönhausen,"GroÃe-Leege-StraÃe 52 A, Berlin (Alt-HohenschÃ¶nhausen)",Groãe-leege-strße 52 a,929.0,929,5000,5000,70.04,,,20230424,5000,2.0,2,13.263849229011992
213,213,2ab4w5v,https://www.immowelt.de/expose/2ab4w5v,,,Berlin,Alt-Hohenschönhausen,"GÃ¤rtnerstraÃe 56, Berlin (Alt-HohenschÃ¶nhausen)",Gärtnerstrße 56,1149.0,1.149,5000,5000,81.32,,,20230424,5000,3.0,2,14.12936546974914
214,214,2awlv5v,https://www.immowelt.de/expose/2awlv5v,,,Berlin,Alt-Hohenschönhausen,"GroÃe-Leege-StraÃe 49 A, Berlin (Alt-HohenschÃ¶nhausen)",Groãe-leege-strße 49 a,999.0,999,5000,5000,75.13,,,20230424,5000,3.0,2,13.296951949953415
215,215,2asxs5v,https://www.immowelt.de/expose/2asxs5v,,,Berlin,Prenzlauer,"Ystader StraÃe 15, Berlin (Prenzlauer Berg)",Ystader strße 15,680.0,680,5000,5000,34.0,,,20230424,5000,1.0,2,20.0
216,216,2a44q5v,https://www.immowelt.de/expose/2a44q5v,,,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,900.0,900,5000,5000,84.0,,,20230424,5000,3.0,1,10.714285714285714
217,217,2a2pp5v,https://www.immowelt.de/expose/2a2pp5v,,,Berlin,Friedrichshagen,Berlin (Friedrichshagen),,1000.0,1.000,5000,5000,50.0,,,20230424,5000,2.0,1,20.0
218,218,2agel5v,https://www.immowelt.de/expose/2agel5v,,,Berlin,Charlottenburg,Berlin (Charlottenburg),,1500.0,1.500,5000,5000,120.0,,,20230424,5000,2.0,1,12.5
219,219,2abjr5z,https://www.immowelt.de/expose/2abjr5z,,,Berlin,Köpenick,"GrÃ¼nauer StraÃe 75, Berlin (KÃ¶penick)",Grünauer strße 75,557.1,"557,10",5000,5000,30.95,,,20230424,5000,1.0,2,18.0
220,220,2a2nk5v,https://www.immowelt.de/expose/2a2nk5v,,,Berlin,Prenzlauer,"WinsstraÃe 62, Berlin (Prenzlauer Berg)",Winsstrße 62,3500.0,3.500,5000,5000,160.0,,,20230424,5000,5.0,2,21.875
221,221,2ag3h5z,https://www.immowelt.de/expose/2ag3h5z,,,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,550.0,550,5000,5000,22.0,,,20230424,5000,1.0,2,25.0
222,222,2ae3h5z,https://www.immowelt.de/expose/2ae3h5z,,,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,899.0,899,5000,5000,50.5,,,20230424,5000,2.0,2,17.801980198019802
223,223,2a8gk5v,https://www.immowelt.de/expose/2a8gk5v,,,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,740.0,740,5000,5000,37.0,,,20230424,5000,1.0,2,20.0
224,224,2a7gk5v,https://www.immowelt.de/expose/2a7gk5v,,,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,700.0,700,5000,5000,35.0,,,20230424,5000,1.0,2,20.0
225,225,2a6gk5v,https://www.immowelt.de/expose/2a6gk5v,,,Berlin,WeiÃensee,"Berliner Allee 221, Berlin (WeiÃensee)",Berliner allee 221,855.78,"855,78",5000,5000,50.34,,,20230424,5000,1.0,2,17.0
226,226,2aqfk5v,https://www.immowelt.de/expose/2aqfk5v,,,Berlin,Lichterfelde,Berlin (Lichterfelde),,1520.0,1.520,5000,5000,76.0,,,20230424,5000,3.0,1,20.0
227,227,29hgw5w,https://www.immowelt.de/expose/29hgw5w,,,Berlin,Lichterfelde,"Glarner StraÃe 2, Berlin (Lichterfelde)",Glarner strße 2,949.0,949,5000,5000,76.0,,,20230424,5000,2.0,2,12.486842105263158
228,228,2awdj5v,https://www.immowelt.de/expose/2awdj5v,,,Berlin,Friedrichsfelde,"LÃ¶wenberger StraÃe 4, Berlin (Friedrichsfelde)",Lã¶wenberger strße 4,203.5,"203,50",5000,5000,25.0,,,20230424,5000,1.0,2,8.14
229,229,2ak6h5v,https://www.immowelt.de/expose/2ak6h5v,,,Berlin,Moabit,Berlin (Moabit),,1250.0,1.250,5000,5000,110.0,,,20230424,5000,4.0,1,11.363636363636363
230,230,2atzg5v,https://www.immowelt.de/expose/2atzg5v,,,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,1500.0,1.500,5000,5000,110.0,,,20230424,5000,3.0,1,13.636363636363637
231,231,2arwg5v,https://www.immowelt.de/expose/2arwg5v,,,Berlin,Neukölln,Berlin (NeukÃ¶lln),,537.0,537,5000,5000,64.0,,,20230424,5000,2.0,1,8.390625
232,232,2a2pg5v,https://www.immowelt.de/expose/2a2pg5v,,,Berlin,Köpenick,"GrÃ¼nauer StraÃe 75, Berlin (KÃ¶penick)",Grünauer strße 75,1065.24,"1.065,24",5000,5000,59.18,,,20230424,5000,2.0,2,18.0
