Posting Date,Pure Rent,Size,Date From,Date To,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
11.04.2023,950,64,2023-04-20,2023-05-06,1,14.84375,11.04.2023-950.0-14.84375 Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,1470,45,2023-05-01,2024-04-30,11,32.66666667,11.04.2023-1470.0-32.666666666666664 Berlin  Prenzlauer Berg,Prenzlauer Berg,2024-04,52.5398466,13.4285652
11.04.2023,700,26,2023-04-11,,,26.92307692,11.04.2023-700.0-26.923076923076923 Berlin  Lankwitz,Lankwitz,,52.4336977,13.3454858
11.04.2023,1200,62,2023-05-01,2023-07-01,2,19.35483871,11.04.2023-1200.0-19.35483870967742 Berlin,Berlin,2023-07,52.5170365,13.3888599
11.04.2023,2000,65,2023-05-10,2024-05-09,12,30.76923077,11.04.2023-2000.0-30.76923076923077 Berlin  Schöneberg / Kreuzberg border,Kreuzberg,2024-05,52.4976443,13.411914
11.04.2023,650,30,2023-04-20,2023-05-20,1,21.66666667,11.04.2023-650.0-21.666666666666668 Berlin  Alt-Moabit,Moabit,2023-05,52.5301017,13.3425422
11.04.2023,880,85,2023-05-05,2023-05-21,0,10.35294118,11.04.2023-880.0-10.352941176470589 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
11.04.2023,342,19,2023-04-14,2023-04-30,0,18,11.04.2023-342.0-18.0 Berlin  Karlshorst,Karlshorst,2023-04,52.4843399,13.5235848
11.04.2023,630,80,2023-05-16,2023-05-26,0,7.875,11.04.2023-630.0-7.875 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
11.04.2023,680,55,2023-05-01,,,12.36363636,11.04.2023-680.0-12.363636363636363 Berlin  Kleinmachnow,Kleinmachnow,,52.4064167,13.2236601
11.04.2023,1350,65,2023-04-26,2023-05-30,1,20.76923077,11.04.2023-1350.0-20.76923076923077 Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,750,24,2023-05-20,2023-08-20,3,31.25,11.04.2023-750.0-31.25 Berlin  Lichtenberg,Lichtenberg,2023-08,48.9212959,7.4812268
12.04.2023,610,35,2023-04-13,,,17.42857143,12.04.2023-610.0-17.428571428571427 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,560,45,2023-04-13,,,12.44444444,12.04.2023-560.0-12.444444444444445 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,550,72,2023-05-01,2023-06-15,1,7.638888889,11.04.2023-550.0-7.638888888888889 Berlin  Reinickendorf,Reinickendorf,2023-06,52.6047631,13.2952872
11.04.2023,1230,25,2023-05-01,2024-04-30,11,49.2,11.04.2023-1230.0-49.2 Berlin  Berlin,Berlin,2024-04,52.5170365,13.3888599
11.04.2023,75,50,2023-04-28,2023-05-08,1,1.5,11.04.2023-75.0-1.5 Berlin  Charlottenburg,Charlottenburg,2023-05,52.515747,13.3096834
11.04.2023,125,64,2023-04-12,2023-04-17,0,1.953125,11.04.2023-125.0-1.953125 Berlin  Buch,Buch,2023-04,50.2051609,7.8759628
11.04.2023,200,38,2023-06-09,2023-06-19,0,5.263157895,11.04.2023-200.0-5.2631578947368425 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-06,52.5398466,13.4285652
11.04.2023,650,45,2023-05-19,2023-06-12,1,14.44444444,11.04.2023-650.0-14.444444444444445 Berlin  Moabit,Moabit,2023-06,52.5301017,13.3425422
11.04.2023,700,41,2023-04-11,2023-04-27,0,17.07317073,11.04.2023-700.0-17.073170731707318 Berlin  Neukölln,Neukölln,2023-04,52.4811497,13.4353501
11.04.2023,400,60,2023-04-16,2023-04-25,0,6.666666667,11.04.2023-400.0-6.666666666666667 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
11.04.2023,900,52,2023-05-01,2023-09-30,4,17.30769231,11.04.2023-900.0-17.307692307692307 Berlin  Friedrichshain,Friedrichshain,2023-09,52.5122154,13.4502904
11.04.2023,1000,42,2023-05-01,2023-06-30,1,23.80952381,11.04.2023-1000.0-23.80952380952381 Berlin  Moabit,Moabit,2023-06,52.5301017,13.3425422
11.04.2023,1250,80,2023-04-17,2023-06-17,2,15.625,11.04.2023-1250.0-15.625 Berlin  Wedding,Wedding,2023-06,52.550123,13.34197
11.04.2023,650,26,2023-04-11,,,25,11.04.2023-650.0-25.0 Berlin  Köpenick,Köpenick,,52.4539099,13.5764126
11.04.2023,300,70,2023-05-12,2023-05-16,0,4.285714286,11.04.2023-300.0-4.285714285714286 Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,575,50,2023-05-18,2023-06-02,1,11.5,11.04.2023-575.0-11.5 Berlin  Mitte,Mitte,2023-06,52.5178855,13.4040601
11.04.2023,950,40,2023-04-29,2023-05-28,1,23.75,11.04.2023-950.0-23.75 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
11.04.2023,500,50,2023-06-27,2023-07-13,1,10,11.04.2023-500.0-10.0 Berlin  Mitte,Mitte,2023-07,52.5178855,13.4040601
11.04.2023,1000,63,2023-05-15,2023-12-31,7,15.87301587,11.04.2023-1000.0-15.873015873015873 Berlin  Halensee,Halensee,2023-12,52.4972262,13.2929986
11.04.2023,1100,30,2023-04-20,2023-07-01,3,36.66666667,11.04.2023-1100.0-36.666666666666664 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
11.04.2023,1050,36,2023-08-15,2024-08-11,12,29.16666667,11.04.2023-1050.0-29.166666666666668 Berlin  Berlin,Berlin,2024-08,52.5170365,13.3888599
11.04.2023,1590,48,2023-05-01,,,33.125,11.04.2023-1590.0-33.125 Berlin,Berlin,,52.5170365,13.3888599
12.04.2023,930,40,2023-04-13,,,23.25,12.04.2023-930.0-23.25 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,880,45,2023-04-13,,,19.55555556,12.04.2023-880.0-19.555555555555557 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,990,24,2023-04-11,,,41.25,11.04.2023-990.0-41.25 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
11.04.2023,750,53,2023-05-01,2023-08-31,3,14.1509434,11.04.2023-750.0-14.150943396226415 Berlin  Tempelhof-Schöneberg,Schöneberg,2023-08,52.482157,13.3551901
11.04.2023,580,12,2023-04-11,,,48.33333333,11.04.2023-580.0-48.333333333333336 Berlin  Hellersdorf,Hellersdorf,,52.5366956,13.6048728
11.04.2023,990,40,2023-05-01,2024-05-01,12,24.75,11.04.2023-990.0-24.75 Berlin  Schöneberg,Schöneberg,2024-05,52.482157,13.3551901
11.04.2023,1500,48,2023-04-11,,,31.25,11.04.2023-1500.0-31.25 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
11.04.2023,1200,75,2023-05-01,2023-05-31,0,16,11.04.2023-1200.0-16.0 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
11.04.2023,500,41,2023-04-18,2023-04-29,0,12.19512195,11.04.2023-500.0-12.195121951219512 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-04,52.5398466,13.4285652
11.04.2023,700,55,2023-07-18,2023-08-03,1,12.72727273,11.04.2023-700.0-12.727272727272727 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-08,52.5398466,13.4285652
11.04.2023,700,60,2023-05-15,2023-09-15,4,11.66666667,11.04.2023-700.0-11.666666666666666 Berlin  Kreuzberg,Kreuzberg,2023-09,52.4976443,13.411914
11.04.2023,3100,95,2023-07-01,2023-10-15,3,32.63157895,11.04.2023-3100.0-32.63157894736842 Berlin  Charlottenburg,Charlottenburg,2023-10,52.515747,13.3096834
11.04.2023,850,72,2023-04-20,2023-05-15,1,11.80555556,11.04.2023-850.0-11.805555555555555 Berlin  Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,1741,65,2023-04-21,,,26.78461538,11.04.2023-1741.0-26.784615384615385 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
11.04.2023,140,20,2023-04-13,2023-04-16,0,7,11.04.2023-140.0-7.0 Berlin,Berlin,2023-04,52.5170365,13.3888599
11.04.2023,1400,60,2023-05-13,2023-06-11,1,23.33333333,11.04.2023-1400.0-23.333333333333332 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
11.04.2023,1000,65,2023-06-13,2023-07-18,1,15.38461538,11.04.2023-1000.0-15.384615384615385 Berlin,Berlin,2023-07,52.5170365,13.3888599
11.04.2023,1900,125,2023-07-21,2023-08-21,1,15.2,11.04.2023-1900.0-15.2 Berlin  Schöneberg,Schöneberg,2023-08,52.482157,13.3551901
11.04.2023,400,38,2023-05-05,2023-05-22,0,10.52631579,11.04.2023-400.0-10.526315789473685 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
11.04.2023,1900,45,2023-04-11,2023-09-01,5,42.22222222,11.04.2023-1900.0-42.22222222222222 Berlin  Mitte,Mitte,2023-09,52.5178855,13.4040601
11.04.2023,1950,92,2023-05-01,2023-07-30,2,21.19565217,11.04.2023-1950.0-21.195652173913043 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-07,52.5122154,13.4502904
11.04.2023,1100,60,2023-05-01,2023-07-01,2,18.33333333,11.04.2023-1100.0-18.333333333333332 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
12.04.2023,770,40,2023-04-13,,,19.25,12.04.2023-770.0-19.25 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,690,35,2023-04-13,,,19.71428571,12.04.2023-690.0-19.714285714285715 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,490,35,2023-05-01,,,14,11.04.2023-490.0-14.0 Berlin  Treptow,Treptow,,54.0627026,15.2657157
11.04.2023,750,42,2023-05-15,2023-07-15,2,17.85714286,11.04.2023-750.0-17.857142857142858 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-07,52.5398466,13.4285652
11.04.2023,200,35,2023-04-14,2023-04-19,0,5.714285714,11.04.2023-200.0-5.714285714285714 Berlin  Neukölln,Neukölln,2023-04,52.4811497,13.4353501
11.04.2023,450,20,2023-05-26,2023-06-12,1,22.5,11.04.2023-450.0-22.5 Berlin  Gesundbrunnen,Gesundbrunnen,2023-06,52.5509201,13.384846
11.04.2023,820,48,2023-07-01,,,17.08333333,11.04.2023-820.0-17.083333333333332 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
11.04.2023,1100,60,2023-05-15,2023-06-20,1,18.33333333,11.04.2023-1100.0-18.333333333333332 Berlin  Treptow,Treptow,2023-06,54.0627026,15.2657157
11.04.2023,1380,80,2023-05-01,,,17.25,11.04.2023-1380.0-17.25 Berlin  Steglitz-Zehlendorf,Steglitz,,52.4572569,13.3222865
11.04.2023,2000,51,2023-04-11,2023-05-30,1,39.21568627,11.04.2023-2000.0-39.21568627450981 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
11.04.2023,1090,22,2023-05-01,,,49.54545455,11.04.2023-1090.0-49.54545454545455 Berlin  Mitte,Mitte,,52.5178855,13.4040601
11.04.2023,49,55,2023-04-24,2023-05-21,1,0.8909090909,11.04.2023-49.0-0.8909090909090909 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
11.04.2023,525,42,2023-05-01,,,12.5,11.04.2023-525.0-12.5 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
11.04.2023,1400,60,2023-05-01,2023-11-01,6,23.33333333,11.04.2023-1400.0-23.333333333333332 Berlin,Berlin,2023-11,52.5170365,13.3888599
11.04.2023,60,42,2023-05-01,2023-05-14,0,1.428571429,11.04.2023-60.0-1.4285714285714286 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-05,52.5122154,13.4502904
11.04.2023,1900,70,2023-09-01,2023-10-31,1,27.14285714,11.04.2023-1900.0-27.142857142857142 Berlin  Mitte,Mitte,2023-10,52.5178855,13.4040601
11.04.2023,1300,55,2022-04-03,2022-04-30,0,23.63636364,11.04.2023-1300.0-23.636363636363637 Berlin  Prenzlauer Berg,Prenzlauer Berg,2022-04,52.5398466,13.4285652
11.04.2023,750,35,2023-06-05,2024-06-30,12,21.42857143,11.04.2023-750.0-21.428571428571427 Berlin  Berlin,Berlin,2024-06,52.5170365,13.3888599
11.04.2023,1600,120,2023-06-20,2023-08-20,2,13.33333333,11.04.2023-1600.0-13.333333333333334 Berlin  Grunewald / Schmargendorf,Schmargendorf,2023-08,52.4789022,13.2929962
11.04.2023,900,21,2023-04-11,,,42.85714286,11.04.2023-900.0-42.857142857142854 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
11.04.2023,1150,44,2023-04-01,2024-03-31,11,26.13636364,11.04.2023-1150.0-26.136363636363637 Berlin  Köpenick,Köpenick,2024-03,52.4539099,13.5764126
11.04.2023,350,26,2023-04-13,2023-05-07,1,13.46153846,11.04.2023-350.0-13.461538461538462 Berlin  Treptow,Treptow,2023-05,54.0627026,15.2657157
12.04.2023,900,30,2023-04-13,,,30,12.04.2023-900.0-30.0 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,860,30,2023-04-13,,,28.66666667,12.04.2023-860.0-28.666666666666668 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,1300,50,2023-05-13,2023-07-01,2,26,11.04.2023-1300.0-26.0 Berlin  Weißensee,Weißensee,2023-07,52.5546193,13.4630018
11.04.2023,1400,70,2023-08-14,2023-09-16,1,20,11.04.2023-1400.0-20.0 Berlin  Pankow,Pankow,2023-09,52.5979174,13.435316
11.04.2023,1200,55,2023-05-01,2023-08-01,3,21.81818182,11.04.2023-1200.0-21.818181818181817 Berlin  Friedrichshain,Friedrichshain,2023-08,52.5122154,13.4502904
11.04.2023,1400,67,2023-05-01,2024-03-30,10,20.89552239,11.04.2023-1400.0-20.895522388059703 Berlin  Neukölln,Neukölln,2024-03,52.4811497,13.4353501
11.04.2023,280,53,2023-04-12,2023-04-22,0,5.283018868,11.04.2023-280.0-5.283018867924528 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
11.04.2023,750,38,2023-05-01,2023-08-27,3,19.73684211,11.04.2023-750.0-19.736842105263158 Berlin  Friedrichshain,Friedrichshain,2023-08,52.5122154,13.4502904
11.04.2023,55,61,2023-05-08,2023-05-19,0,0.9016393443,11.04.2023-55.0-0.9016393442622951 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
11.04.2023,280,63,2023-05-05,2023-05-11,0,4.444444444,11.04.2023-280.0-4.444444444444445 Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,1250,40,2023-04-15,2024-04-15,12,31.25,11.04.2023-1250.0-31.25 Berlin  berlin,Berlin,2024-04,52.5170365,13.3888599
11.04.2023,1000,82,2023-04-11,2023-04-30,0,12.19512195,11.04.2023-1000.0-12.195121951219512 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
11.04.2023,760,60,2023-05-01,2024-04-30,11,12.66666667,11.04.2023-760.0-12.666666666666666 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2024-04,52.515747,13.3096834
11.04.2023,1400,60,2023-04-15,,,23.33333333,11.04.2023-1400.0-23.333333333333332 Berlin  Tegel,Tegel,,52.5873891,13.2790461
11.04.2023,1300,62,2023-05-01,2023-08-31,3,20.96774194,11.04.2023-1300.0-20.967741935483872 Berlin  Mitte,Mitte,2023-08,52.5178855,13.4040601
11.04.2023,470,42,2023-05-12,2023-05-31,0,11.19047619,11.04.2023-470.0-11.19047619047619 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
11.04.2023,750,50,2023-05-03,2023-05-17,0,15,11.04.2023-750.0-15.0 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
11.04.2023,1900,120,2023-04-11,,,15.83333333,11.04.2023-1900.0-15.833333333333334 Berlin  Gesundbrunnen,Gesundbrunnen,,52.5509201,13.384846
11.04.2023,500,70,2023-05-22,2023-06-04,1,7.142857143,11.04.2023-500.0-7.142857142857143 Berlin  Kreuzberg,Kreuzberg,2023-06,52.4976443,13.411914
11.04.2023,2560,100,2023-05-19,,,25.6,11.04.2023-2560.0-25.6 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
11.04.2023,3400,165,2023-05-01,,,20.60606061,11.04.2023-3400.0-20.606060606060606 Berlin  Karlshorst,Karlshorst,,52.4843399,13.5235848
11.04.2023,850,42,2023-04-20,2023-05-18,1,20.23809524,11.04.2023-850.0-20.238095238095237 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
12.04.2023,770,45,2023-04-13,,,17.11111111,12.04.2023-770.0-17.11111111111111 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,690,35,2023-04-13,,,19.71428571,12.04.2023-690.0-19.714285714285715 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,1050,64,2023-04-30,2023-05-31,1,16.40625,11.04.2023-1050.0-16.40625 Berlin  Berlin,Berlin,2023-05,52.5170365,13.3888599
11.04.2023,150,35,2023-04-20,2023-04-23,0,4.285714286,11.04.2023-150.0-4.285714285714286 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
11.04.2023,290,20,2023-04-19,2023-04-26,0,14.5,11.04.2023-290.0-14.5 Berlin,Berlin,2023-04,52.5170365,13.3888599
11.04.2023,1050,45,2023-06-01,2023-10-01,4,23.33333333,11.04.2023-1050.0-23.333333333333332 Berlin  Lichtenberg nahe Friedrichshain,Friedrichshain,2023-10,52.5122154,13.4502904
11.04.2023,500,73,2023-07-14,2023-07-21,0,6.849315068,11.04.2023-500.0-6.8493150684931505 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
11.04.2023,750,67,2023-04-17,2023-05-01,1,11.19402985,11.04.2023-750.0-11.194029850746269 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
11.04.2023,400,18,2023-04-18,2023-10-01,6,22.22222222,11.04.2023-400.0-22.22222222222222 Berlin  Pankow,Pankow,2023-10,52.5979174,13.435316
11.04.2023,3100,90,2023-08-01,2024-08-01,12,34.44444444,11.04.2023-3100.0-34.44444444444444 Berlin,Berlin,2024-08,52.5170365,13.3888599
11.04.2023,1500,104,2023-05-25,2023-06-11,1,14.42307692,11.04.2023-1500.0-14.423076923076923 Berlin  Berlin,Berlin,2023-06,52.5170365,13.3888599
11.04.2023,1400,39,2023-05-15,2023-06-30,1,35.8974359,11.04.2023-1400.0-35.8974358974359 Berlin  Moabit,Moabit,2023-06,52.5301017,13.3425422
11.04.2023,1560,80,2023-04-18,2023-05-16,1,19.5,11.04.2023-1560.0-19.5 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
11.04.2023,800,85,2023-04-30,2023-05-10,1,9.411764706,11.04.2023-800.0-9.411764705882353 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
11.04.2023,40,50,2023-04-18,2023-04-26,0,0.8,11.04.2023-40.0-0.8 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
11.04.2023,550,42,2023-06-09,2023-06-23,0,13.0952381,11.04.2023-550.0-13.095238095238095 Berlin  Lichtenberg,Lichtenberg,2023-06,48.9212959,7.4812268
11.04.2023,350,17,2023-04-15,,,20.58823529,11.04.2023-350.0-20.58823529411765 Berlin  Karow,Karow,,52.6150868,13.4862758
11.04.2023,500,20,2023-04-13,2023-05-13,1,25,11.04.2023-500.0-25.0 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
11.04.2023,1500,55,2023-04-11,2023-12-31,8,27.27272727,11.04.2023-1500.0-27.272727272727273 Berlin  Spandau,Spandau,2023-12,52.535788,13.1977924
11.04.2023,1800,75,2023-05-01,2024-04-30,11,24,11.04.2023-1800.0-24.0 Berlin,Berlin,2024-04,52.5170365,13.3888599
11.04.2023,100,33,2023-04-11,2023-06-01,2,3.03030303,11.04.2023-100.0-3.0303030303030303 Berlin  Siemensstadt,Siemensstadt,2023-06,52.5398082,13.2568934
11.04.2023,750,40,2023-05-10,2023-05-31,0,18.75,11.04.2023-750.0-18.75 Berlin  Charlottenburg Wilmersdorf,Charlottenburg,2023-05,52.515747,13.3096834
12.04.2023,690,45,2023-04-13,,,15.33333333,12.04.2023-690.0-15.333333333333334 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,600,30,2023-04-13,,,20,12.04.2023-600.0-20.0 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
11.04.2023,650,30,2023-04-16,2023-05-10,1,21.66666667,11.04.2023-650.0-21.666666666666668 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
11.04.2023,19,25,2023-04-12,2023-04-14,0,0.76,11.04.2023-19.0-0.76 Berlin  Neukölln,Neukölln,2023-04,52.4811497,13.4353501
10.04.2023,1450,40,2023-04-12,2023-07-10,3,36.25,10.04.2023-1450.0-36.25 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
10.04.2023,530,12,2023-04-10,,,44.16666667,10.04.2023-530.0-44.166666666666664 Berlin  Steglitz-Zehlendorf,Steglitz,,52.4572569,13.3222865
10.04.2023,750,50,2023-04-15,2023-09-30,5,15,10.04.2023-750.0-15.0 Berlin  Altglienicke,Altglienicke,2023-09,52.4118382,13.5426461
10.04.2023,120,80,2023-04-15,2023-08-17,4,1.5,10.04.2023-120.0-1.5 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-08,52.5398466,13.4285652
10.04.2023,1100,76,2023-05-01,2023-06-30,1,14.47368421,10.04.2023-1100.0-14.473684210526315 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
10.04.2023,1190,44,2023-04-15,,,27.04545455,10.04.2023-1190.0-27.045454545454547 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
10.04.2023,1100,43,2023-04-23,,,25.58139535,10.04.2023-1100.0-25.58139534883721 Berlin  Mitte,Mitte,,52.5178855,13.4040601
10.04.2023,650,25,2023-05-01,2023-07-30,2,26,10.04.2023-650.0-26.0 Berlin  Berlin,Berlin,2023-07,52.5170365,13.3888599
10.04.2023,1500,88,2023-06-01,,,17.04545455,10.04.2023-1500.0-17.045454545454547 Berlin  Reinickendorf,Reinickendorf,,52.6047631,13.2952872
10.04.2023,400,10,2023-04-13,2023-04-29,0,40,10.04.2023-400.0-40.0 Berlin  Pankow,Pankow,2023-04,52.5979174,13.435316
10.04.2023,45,62,2023-04-15,2023-05-10,1,0.7258064516,10.04.2023-45.0-0.7258064516129032 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
10.04.2023,850,46,2023-03-25,2023-04-25,1,18.47826087,10.04.2023-850.0-18.47826086956522 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
10.04.2023,1800,75,2023-04-21,2023-05-24,1,24,10.04.2023-1800.0-24.0 Berlin  Moabit,Moabit,2023-05,52.5301017,13.3425422
10.04.2023,1000,43,2023-05-15,2023-06-15,1,23.25581395,10.04.2023-1000.0-23.25581395348837 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
10.04.2023,950,59,2023-05-01,2024-06-30,13,16.10169492,10.04.2023-950.0-16.10169491525424 Berlin  Reinickendorf,Reinickendorf,2024-06,52.6047631,13.2952872
10.04.2023,790,54,2023-04-17,2023-06-30,2,14.62962963,10.04.2023-790.0-14.62962962962963 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
10.04.2023,950,59,2023-04-15,2024-06-30,14,16.10169492,10.04.2023-950.0-16.10169491525424 Berlin  Reinickendorf,Reinickendorf,2024-06,52.6047631,13.2952872
10.04.2023,180,20,2023-04-18,2023-04-29,0,9,10.04.2023-180.0-9.0 Berlin  Tiergarten,Tiergarten,2023-04,50.3408439,6.9562155
12.04.2023,760,35,2023-04-13,,,21.71428571,12.04.2023-760.0-21.714285714285715 Wohnungen von HousingAnywhere*,Berlin,,52.5170365,13.3888599
12.04.2023,710,40,2023-04-13,,,17.75,12.04.2023-710.0-17.75 Wohnungen von Spotahome*,Berlin,,52.5170365,13.3888599
10.04.2023,1100,65,2023-07-01,,,16.92307692,10.04.2023-1100.0-16.923076923076923 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
10.04.2023,1200,70,2023-04-17,2023-05-07,1,17.14285714,10.04.2023-1200.0-17.142857142857142 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
10.04.2023,980,37,2023-04-10,2023-05-28,1,26.48648649,10.04.2023-980.0-26.486486486486488 Berlin  Lichtenberg,Lichtenberg,2023-05,48.9212959,7.4812268
10.04.2023,650,18,2023-04-26,2023-07-01,3,36.11111111,10.04.2023-650.0-36.111111111111114 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-07,52.5398466,13.4285652
10.04.2023,650,50,2023-04-26,2023-05-10,1,13,10.04.2023-650.0-13.0 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
10.04.2023,796,47,2023-06-01,,,16.93617021,10.04.2023-796.0-16.93617021276596 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
10.04.2023,1590,62,2023-05-01,2024-04-30,11,25.64516129,10.04.2023-1590.0-25.64516129032258 Berlin  Wedding,Wedding,2024-04,52.550123,13.34197
10.04.2023,700,44,2023-05-01,2024-04-15,11,15.90909091,10.04.2023-700.0-15.909090909090908 Berlin  Wedding,Wedding,2024-04,52.550123,13.34197
10.04.2023,550,65,2023-05-03,2023-05-17,0,8.461538462,10.04.2023-550.0-8.461538461538462 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
10.04.2023,1200,72,2023-06-01,2023-06-30,0,16.66666667,10.04.2023-1200.0-16.666666666666668 Berlin,Berlin,2023-06,52.5170365,13.3888599
10.04.2023,800,54,2023-05-06,2023-05-25,0,14.81481481,10.04.2023-800.0-14.814814814814815 Berlin,Berlin,2023-05,52.5170365,13.3888599
10.04.2023,1650,80,2023-07-01,2023-09-01,2,20.625,10.04.2023-1650.0-20.625 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-09,52.5398466,13.4285652
10.04.2023,900,75,2023-04-10,,,12,10.04.2023-900.0-12.0 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
10.04.2023,550,70,2023-05-12,2023-05-21,0,7.857142857,10.04.2023-550.0-7.857142857142857 Berlin,Berlin,2023-05,52.5170365,13.3888599
10.04.2023,220,58,2023-05-17,2023-05-26,0,3.793103448,10.04.2023-220.0-3.793103448275862 Berlin  Oberschöneweide,Oberschöneweide,2023-05,52.4624563,13.5234762
10.04.2023,250,55,2023-04-15,2023-04-22,0,4.545454545,10.04.2023-250.0-4.545454545454546 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
10.04.2023,600,84,2023-04-20,2023-05-01,1,7.142857143,10.04.2023-600.0-7.142857142857143 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
10.04.2023,650,70,2023-05-06,2023-05-20,0,9.285714286,10.04.2023-650.0-9.285714285714286 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
10.04.2023,1050,47,2023-05-01,2023-12-01,7,22.34042553,10.04.2023-1050.0-22.340425531914892 Berlin  Neukölln,Neukölln,2023-12,52.4811497,13.4353501
10.04.2023,1900,65,2023-05-28,,,29.23076923,10.04.2023-1900.0-29.23076923076923 Berlin  Berlin,Berlin,,52.5170365,13.3888599
