,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Price,Pure rent,Service Charge,Other Charge,Size,Date From,Date To,DataFrame,Deposit
0,10130394,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10130394.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,570 €,5000,5000,5000,25m²,01.06.2023,,20230424,5000
1,10053873,www.wg-gesucht.de/wg-zimmer-in-Berlin-schoeneberg.10053873.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,530 €,5000,5000,5000,25m²,01.06.2023,,20230424,5000
2,10130337,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10130337.html,31.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,800€,5000,5000,5000,20m²,01.07.2023,01.09.2024,20230424,5000
3,9276242,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9276242.html,31.05.2023,"Berlin
                                                                    schöneberg",Berlin,                                                                   schöneberg,Muster Str. 1,600€,5000,5000,5000,23m²,15.06.2023,15.06.2024,20230424,5000
4,9209137,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9209137.html,31.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,550€,5000,5000,5000,12m²,01.06.2023,30.06.2023,20230424,5000
5,10130422,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130422.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,850€,5000,5000,5000,12m²,01.06.2023,,20230424,5000
6,10130419,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130419.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,380€,5000,5000,5000,19m²,01.06.2023,14.07.2023,20230424,5000
7,10034757,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10034757.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,860€,5000,5000,5000,16m²,04.06.2023,,20230424,5000
8,10130418,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10130418.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,860€,5000,5000,5000,12m²,04.06.2023,,20230424,5000
9,10130259,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10130259.html,31.05.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,660€,5000,5000,5000,20m²,02.09.2023,30.03.2024,20230424,5000
10,7992450,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.7992450.html,31.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,870€,5000,5000,5000,16m²,03.06.2023,,20230424,5000
11,10128279,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10128279.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,680€,5000,5000,5000,10m²,01.07.2023,,20230424,5000
12,9249650,www.wg-gesucht.de/wg-zimmer-in-Berlin.9249650.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,760€,5000,5000,5000,14m²,31.05.2023,01.04.2024,20230424,5000
13,10130412,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichsfelde.10130412.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,250€,5000,5000,5000,29m²,28.06.2023,04.07.2023,20230424,5000
14,10130409,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130409.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,600€,5000,5000,5000,26m²,01.07.2023,,20230424,5000
15,3145866,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.3145866.html,31.05.2023,"Berlin
                                                                    Friedrichsfelde",Berlin,                                                                   Friedrichsfelde,Muster Str. 1,875€,5000,5000,5000,10m²,12.06.2023,,20230424,5000
16,10085527,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10085527.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,875€,5000,5000,5000,17m²,04.06.2023,,20230424,5000
17,10130405,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130405.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,380€,5000,5000,5000,22m²,10.06.2023,30.06.2023,20230424,5000
18,10130404,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130404.html,31.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,600€,5000,5000,5000,18m²,07.06.2023,12.08.2023,20230424,5000
19,4044959,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.4044959.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,885€,5000,5000,5000,10m²,19.06.2023,,20230424,5000
20,10088141,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marienfelde.10088141.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,680 €,5000,5000,5000,24m²,01.06.2023,,20230424,5000
21,10130402,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130402.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,600 €,5000,5000,5000,25m²,01.06.2023,,20230424,5000
22,10130401,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130401.html,31.05.2023,"Berlin
                                                                    Marienfelde",Berlin,                                                                   Marienfelde,Muster Str. 1,530€,5000,5000,5000,13m²,01.06.2023,,20230424,5000
23,10130396,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130396.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,885€,5000,5000,5000,9m²,04.06.2023,,20230424,5000
24,9670116,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9670116.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,885€,5000,5000,5000,8m²,19.06.2023,,20230424,5000
25,9974479,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9974479.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,900€,5000,5000,5000,11m²,22.06.2023,,20230424,5000
26,10130390,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130390.html,31.05.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,350€,5000,5000,5000,17m²,01.06.2023,14.07.2023,20230424,5000
27,10130386,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130386.html,31.05.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,750€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
28,9657249,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9657249.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,910€,5000,5000,5000,10m²,19.06.2023,,20230424,5000
29,10080841,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.10080841.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,925€,5000,5000,5000,11m²,19.06.2023,,20230424,5000
30,10130385,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130385.html,31.05.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,660€,5000,5000,5000,27m²,21.06.2023,21.09.2023,20230424,5000
31,10130383,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130383.html,31.05.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,660€,5000,5000,5000,26m²,21.06.2023,21.08.2023,20230424,5000
32,10130381,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130381.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,935€,5000,5000,5000,13m²,04.06.2023,,20230424,5000
33,8663749,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.8663749.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,935€,5000,5000,5000,15m²,04.06.2023,,20230424,5000
34,10130378,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10130378.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,935€,5000,5000,5000,14m²,04.06.2023,,20230424,5000
35,10130377,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130377.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,23€,5000,5000,5000,23m²,01.06.2023,02.07.2023,20230424,5000
36,10130373,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130373.html,31.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,950€,5000,5000,5000,18m²,19.06.2023,,20230424,5000
37,9056521,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9056521.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,950€,5000,5000,5000,17m²,04.06.2023,,20230424,5000
38,10130372,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130372.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,960€,5000,5000,5000,10m²,04.06.2023,,20230424,5000
39,10130370,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130370.html,31.05.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,780€,5000,5000,5000,23m²,31.05.2023,30.09.2024,20230424,5000
40,10128406,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10128406.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,680 €,5000,5000,5000,16m²,01.06.2023,,20230424,5000
41,9844831,www.wg-gesucht.de/wg-zimmer-in-Berlin.9844831.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,620 €,5000,5000,5000,16m²,01.06.2023,,20230424,5000
42,9516221,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9516221.html,31.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,780€,5000,5000,5000,19m²,01.07.2023,01.10.2023,20230424,5000
43,9278388,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9278388.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,500€,5000,5000,5000,18m²,18.07.2023,18.09.2023,20230424,5000
44,10130366,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10130366.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,380€,5000,5000,5000,19m²,01.06.2023,14.07.2023,20230424,5000
45,8350831,www.wg-gesucht.de/wg-zimmer-in-Berlin-MITTE.8350831.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,960€,5000,5000,5000,14m²,10.06.2023,,20230424,5000
46,10128484,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10128484.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,995€,5000,5000,5000,10m²,04.06.2023,,20230424,5000
47,10077645,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10077645.html,31.05.2023,"Berlin
                                                                    MITTE",Berlin,                                                                   MITTE,Muster Str. 1,700€,5000,5000,5000,20m²,31.05.2023,,20230424,5000
48,10130363,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130363.html,31.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,1400€,5000,5000,5000,15m²,01.07.2023,15.08.2023,20230424,5000
49,10130362,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130362.html,31.05.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,500€,5000,5000,5000,18m²,01.07.2023,,20230424,5000
50,9009003,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9009003.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,995€,5000,5000,5000,9m²,04.06.2023,,20230424,5000
51,10130360,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130360.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,995€,5000,5000,5000,9m²,03.06.2023,,20230424,5000
52,10108391,www.wg-gesucht.de/wg-zimmer-in-Berlin.10108391.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,120€,5000,5000,5000,15m²,09.06.2023,11.06.2023,20230424,5000
53,10037706,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rummelsburg.10037706.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,995€,5000,5000,5000,10m²,03.06.2023,,20230424,5000
54,9898596,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9898596.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,675€,5000,5000,5000,25m²,01.06.2023,31.07.2023,20230424,5000
55,9868852,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9868852.html,31.05.2023,"Berlin
                                                                    Rummelsburg",Berlin,                                                                   Rummelsburg,Muster Str. 1,500€,5000,5000,5000,18m²,01.07.2023,31.12.2023,20230424,5000
56,10130356,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10130356.html,31.05.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,295€,5000,5000,5000,18m²,01.10.2023,,20230424,5000
57,10130352,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10130352.html,31.05.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,750€,5000,5000,5000,20m²,15.06.2023,15.09.2023,20230424,5000
58,10130348,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10130348.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1005€,5000,5000,5000,15m²,19.06.2023,,20230424,5000
59,10130346,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130346.html,31.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,1025€,5000,5000,5000,18m²,19.06.2023,,20230424,5000
60,10130344,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130344.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,640 €,5000,5000,5000,21m²,01.06.2023,,20230424,5000
61,9938549,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9938549.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,640 €,5000,5000,5000,13m²,01.06.2023,,20230424,5000
62,10130339,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130339.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1025€,5000,5000,5000,16m²,04.06.2023,,20230424,5000
63,10130338,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130338.html,31.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,515€,5000,5000,5000,19m²,11.06.2023,,20230424,5000
64,5649032,www.wg-gesucht.de/wg-zimmer-in-Berlin-U5-Kienberg--Gaerten-der-Welt.5649032.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1035€,5000,5000,5000,11m²,19.06.2023,,20230424,5000
65,10083041,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10083041.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1035€,5000,5000,5000,18m²,04.06.2023,,20230424,5000
66,10130336,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130336.html,31.05.2023,"Berlin
                                                                    U5 Kienberg - Gärten der Welt",Berlin,                                                                   U5 Kienberg - Gärten der Welt,Muster Str. 1,460€,5000,5000,5000,12m²,15.06.2023,,20230424,5000
67,10130334,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130334.html,31.05.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,600€,5000,5000,5000,15m²,31.05.2023,,20230424,5000
68,10130333,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130333.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1035€,5000,5000,5000,18m²,04.06.2023,,20230424,5000
69,6132881,www.wg-gesucht.de/wg-zimmer-in-Berlin-Treptow.6132881.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1050€,5000,5000,5000,19m²,03.06.2023,,20230424,5000
70,8418062,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.8418062.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1060€,5000,5000,5000,10m²,19.06.2023,,20230424,5000
71,10057624,www.wg-gesucht.de/wg-zimmer-in-Berlin-Treptow.10057624.html,31.05.2023,"Berlin
                                                                    Treptow",Berlin,                                                                   Treptow,Muster Str. 1,550€,5000,5000,5000,25m²,01.07.2023,31.03.2024,20230424,5000
72,10130329,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10130329.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,530€,5000,5000,5000,12m²,01.06.2023,30.06.2023,20230424,5000
73,9342393,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9342393.html,31.05.2023,"Berlin
                                                                    Treptow",Berlin,                                                                   Treptow,Muster Str. 1,1000€,5000,5000,5000,15m²,31.05.2023,31.07.2023,20230424,5000
74,10130327,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130327.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1100€,5000,5000,5000,14m²,03.06.2023,,20230424,5000
75,7951341,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.7951341.html,31.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,787€,5000,5000,5000,27m²,15.06.2023,31.12.2023,20230424,5000
76,9710467,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9710467.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,1110€,5000,5000,5000,14m²,19.06.2023,,20230424,5000
77,9744510,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9744510.html,31.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,400€,5000,5000,5000,15m²,01.07.2023,31.07.2023,20230424,5000
78,10130321,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130321.html,31.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,400€,5000,5000,5000,15m²,01.07.2023,31.07.2023,20230424,5000
79,10130320,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130320.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,846€,5000,5000,5000,28m²,01.08.2023,01.02.2024,20230424,5000
80,10130319,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130319.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,600 €,5000,5000,5000,16m²,01.06.2023,,20230424,5000
81,10130318,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130318.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,530 €,5000,5000,5000,17m²,01.06.2023,,20230424,5000
82,10123341,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10123341.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,695€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
83,9854692,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9854692.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,699€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
84,10130317,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130317.html,31.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,390€,5000,5000,5000,9m²,01.06.2023,01.07.2023,20230424,5000
85,10130316,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130316.html,31.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,600€,5000,5000,5000,24m²,01.06.2023,30.09.2023,20230424,5000
86,10130314,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130314.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,697€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
87,10130313,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130313.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,696€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
88,9760550,www.wg-gesucht.de/wg-zimmer-in-Berlin.9760550.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,697€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
89,6569695,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.6569695.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,699€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
90,10130312,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130312.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,20€,5000,5000,5000,14m²,03.06.2023,12.06.2023,20230424,5000
91,10130311,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130311.html,31.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,650€,5000,5000,5000,15m²,01.07.2023,,20230424,5000
92,10130309,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130309.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,691€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
93,10130308,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130308.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,709€,5000,5000,5000,14m²,02.06.2023,,20230424,5000
94,10130305,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130305.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,662€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
95,6424210,www.wg-gesucht.de/wg-zimmer-in-Berlin.6424210.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,689€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
96,9890215,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9890215.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,784€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
97,10130303,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130303.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,600€,5000,5000,5000,15m²,01.06.2023,30.09.2023,20230424,5000
98,9997900,www.wg-gesucht.de/wg-zimmer-in-Berlin.9997900.html,31.05.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,1250€,5000,5000,5000,22m²,01.06.2023,,20230424,5000
99,9262560,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.9262560.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,699€,5000,5000,5000,14m²,31.05.2023,,20230424,5000
100,10130300,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130300.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,510 €,5000,5000,5000,24m²,01.06.2023,,20230424,5000
101,10130298,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130298.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,490 €,5000,5000,5000,18m²,01.06.2023,,20230424,5000
102,10063827,www.wg-gesucht.de/wg-zimmer-in-Berlin-Blankenburg.10063827.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,810€,5000,5000,5000,11m²,31.05.2023,,20230424,5000
103,10130297,www.wg-gesucht.de/wg-zimmer-in-Berlin.10130297.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,790€,5000,5000,5000,11m²,31.05.2023,,20230424,5000
104,10123414,www.wg-gesucht.de/wg-zimmer-in-Berlin.10123414.html,31.05.2023,"Berlin
                                                                    Blankenburg",Berlin,                                                                   Blankenburg,Muster Str. 1,514€,5000,5000,5000,11m²,31.05.2023,01.11.2023,20230424,5000
105,9877228,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.9877228.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,770€,5000,5000,5000,9m²,31.05.2023,,20230424,5000
106,9070222,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.9070222.html,31.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,600€,5000,5000,5000,17m²,01.06.2023,30.06.2023,20230424,5000
107,5794178,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.5794178.html,31.05.2023,"Berlin
                                                                    Steglitz-Zehlendorf",Berlin,                                                                   Steglitz-Zehlendorf,Muster Str. 1,800€,5000,5000,5000,25m²,31.05.2023,01.04.2024,20230424,5000
108,8723279,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.8723279.html,31.05.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,590€,5000,5000,5000,17m²,01.07.2023,31.08.2023,20230424,5000
109,9790876,www.wg-gesucht.de/wg-zimmer-in-Berlin-Treptow.9790876.html,31.05.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,460€,5000,5000,5000,17m²,31.05.2023,29.09.2023,20230424,5000
110,10065945,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10065945.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,487€,5000,5000,5000,12m²,01.07.2023,31.01.2024,20230424,5000
111,10123844,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10123844.html,31.05.2023,"Berlin
                                                                    Treptow",Berlin,                                                                   Treptow,Muster Str. 1,911€,5000,5000,5000,18m²,07.06.2023,20.07.2023,20230424,5000
112,7183747,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.7183747.html,31.05.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,550€,5000,5000,5000,20m²,25.06.2023,31.08.2023,20230424,5000
113,7594536,www.wg-gesucht.de/wg-zimmer-in-Berlin-MITTE.7594536.html,31.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,450€,5000,5000,5000,20m²,15.06.2023,05.07.2023,20230424,5000
