Data ID,Link,Posting Date,City,Address,Pure Rent,Service Charge,Other Charge,Total cost,Size,Date From,Date To,DataFrame,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
10019752,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10019752.html,25.04.2023,Zimmervon HousingAnywhere*,Muster Str. 1,600,,,,22,2023-04-26,,20230424,,,27.27272727,25.04.2023-600.0-27.272727272727273 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
10030139,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030139.html,25.04.2023,Zimmervon Spotahome*,Muster Str. 1,580,,,,23,2023-04-26,,20230424,,,25.2173913,25.04.2023-580.0-25.217391304347824 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
10030458,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030458.html,25.04.2023,Berlin,Muster Str. 1,1400,,,,25,2023-05-01,,20230424,,,56,25.04.2023-1400.0-56.0 Berlin,Pankow,,52.5979174,13.435316
10030455,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030455.html,25.04.2023,Berlin,Muster Str. 1,1000,,,,20,2023-05-01,2023-05-31,20230424,,0,50,25.04.2023-1000.0-50.0 Berlin,Berlin,2023-05,52.5170365,13.3888599
10015358,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10015358.html,25.04.2023,Berlin,Muster Str. 1,900,,,,12,2023-05-19,,20230424,,,75,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
10019947,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10019947.html,25.04.2023,Berlin,Muster Str. 1,900,,,,9,2023-04-28,,20230424,,,100,25.04.2023-900.0-100.0 Berlin,Berlin,,52.5170365,13.3888599
9983145,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg-Johannisthal-Niederschoeneweide-Neu.9983145.html,25.04.2023,Berlin,Muster Str. 1,650,,,,24,2023-05-01,2023-09-01,20230424,,4,27.08333333,25.04.2023-650.0-27.083333333333332 Berlin,Prenzlauer Berg,2023-09,52.5398466,13.4285652
10030451,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030451.html,25.04.2023,Berlin,Muster Str. 1,600,,,,16,2023-04-26,2023-07-14,20230424,,3,37.5,25.04.2023-600.0-37.5 Berlin,Neukölln,2023-07,52.4811497,13.4353501
7616369,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7616369.html,25.04.2023,Berlin,Muster Str. 1,365,,,,7,2023-05-01,,20230424,,,52.14285714,25.04.2023-365.0-52.142857142857146 Berlin,Berlin,,52.5170365,13.3888599
10030450,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030450.html,25.04.2023,Berlin,Muster Str. 1,900,,,,12,2023-05-04,,20230424,,,75,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
9803370,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9803370.html,25.04.2023,Berlin,Muster Str. 1,905,,,,13,2023-06-09,2023-08-28,20230424,,2,69.61538462,25.04.2023-905.0-69.61538461538461 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904
9586737,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kaulsdorf.9586737.html,25.04.2023,Berlin,Muster Str. 1,900,,,,12,2023-05-19,,20230424,,,75,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
10030146,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10030146.html,25.04.2023,Berlin,Muster Str. 1,600,,,,20,2023-04-25,2024-04-01,20230424,,12,30,25.04.2023-600.0-30.0 Berlin,Mitte,2024-04,52.5178855,13.4040601
9835270,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9835270.html,25.04.2023,Berlin,Muster Str. 1,520,,,,16,2023-06-01,,20230424,,,32.5,25.04.2023-520.0-32.5 Berlin,Berlin,,52.5170365,13.3888599
10030449,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030449.html,25.04.2023,Berlin,Muster Str. 1,800,,,,20,2023-05-12,2023-08-31,20230424,,3,40,25.04.2023-800.0-40.0 Berlin,Prenzlauer Berg,2023-08,52.5398466,13.4285652
10030447,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030447.html,25.04.2023,Berlin,Muster Str. 1,350,,,,18,2023-05-04,2023-07-30,20230424,,2,19.44444444,25.04.2023-350.0-19.444444444444443 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
9177975,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichterfelde.9177975.html,25.04.2023,Berlin,Muster Str. 1,900,,,,12,2023-05-04,,20230424,,,75,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
8555901,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8555901.html,25.04.2023,Berlin,Muster Str. 1,900,,,,14,2023-05-04,,20230424,,,64.28571429,25.04.2023-900.0-64.28571428571429 Berlin,Berlin,,52.5170365,13.3888599
10030443,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030443.html,25.04.2023,Berlin,Muster Str. 1,400,,,,20,2023-05-01,,20230424,,,20,25.04.2023-400.0-20.0 Berlin,Lichterfelde,,52.437293,13.3138645
9318455,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hohenschoenhausen.9318455.html,25.04.2023,Berlin,Muster Str. 1,300,,,,16,2023-04-25,,20230424,,,18.75,25.04.2023-300.0-18.75 Berlin,Charlottenburg,,52.515747,13.3096834
9881973,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9881973.html,25.04.2023,Zimmervon HousingAnywhere*,Muster Str. 1,530,,,,15,2023-04-26,,20230424,,,35.33333333,25.04.2023-530.0-35.333333333333336 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
10030440,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030440.html,25.04.2023,Zimmervon Spotahome*,Muster Str. 1,480,,,,23,2023-04-26,,20230424,,,20.86956522,25.04.2023-480.0-20.869565217391305 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
9906076,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9906076.html,25.04.2023,Berlin,Muster Str. 1,10,,,,17,2023-05-15,2023-07-30,20230424,,2,0.5882352941,25.04.2023-10.0-0.5882352941176471 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
10030356,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10030356.html,25.04.2023,Berlin,Muster Str. 1,895,,,,10,2023-05-19,,20230424,,,89.5,25.04.2023-895.0-89.5 Berlin,Berlin,,52.5170365,13.3888599
10030438,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030438.html,25.04.2023,Berlin,Muster Str. 1,925,,,,11,2023-04-25,,20230424,,,84.09090909,25.04.2023-925.0-84.0909090909091 Berlin,Lichtenberg,,48.9212959,7.4812268
10030147,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10030147.html,25.04.2023,Berlin,Muster Str. 1,250,,,,10,2023-05-01,2023-05-14,20230424,,0,25,25.04.2023-250.0-25.0 Berlin,Prenzlauer Berg,2023-05,52.5398466,13.4285652
9839838,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9839838.html,25.04.2023,Berlin,Muster Str. 1,895,,,,11,2023-05-04,,20230424,,,81.36363636,25.04.2023-895.0-81.36363636363636 Berlin,Berlin,,52.5170365,13.3888599
10030435,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030435.html,25.04.2023,Berlin,Muster Str. 1,590,,,,25,2023-05-01,2023-09-01,20230424,,4,23.6,25.04.2023-590.0-23.6 Berlin,Charlottenburg,2023-09,52.515747,13.3096834
7257462,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.7257462.html,25.04.2023,Berlin,Muster Str. 1,190,,,,15,2023-05-19,2023-05-29,20230424,,0,12.66666667,25.04.2023-190.0-12.666666666666666 Berlin,Friedrichshain,2023-05,52.5122154,13.4502904
9080603,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9080603.html,25.04.2023,Berlin,Muster Str. 1,895,,,,15,2023-05-19,,20230424,,,59.66666667,25.04.2023-895.0-59.666666666666664 Berlin,Berlin,,52.5170365,13.3888599
9924743,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9924743.html,25.04.2023,Berlin,Muster Str. 1,550,,,,12,2023-04-25,,20230424,,,45.83333333,25.04.2023-550.0-45.833333333333336 Berlin,Prenzlauer Berg,,52.5398466,13.4285652
10030434,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030434.html,25.04.2023,Berlin,Muster Str. 1,590,,,,16,2023-05-22,2023-09-18,20230424,,4,36.875,25.04.2023-590.0-36.875 Berlin,Gesundbrunnen,2023-09,52.5509201,13.384846
3784550,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.3784550.html,25.04.2023,Berlin,Muster Str. 1,590,,,,10,2023-05-01,,20230424,,,59,25.04.2023-590.0-59.0 Berlin,Kreuzberg,,52.4976443,13.411914
10029846,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10029846.html,25.04.2023,Berlin,Muster Str. 1,825,,,,10,2023-05-19,,20230424,,,82.5,25.04.2023-825.0-82.5 Berlin,Berlin,,52.5170365,13.3888599
10030432,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030432.html,25.04.2023,Berlin,Muster Str. 1,845,,,,20,2023-10-15,2024-04-15,20230424,,6,42.25,25.04.2023-845.0-42.25 Berlin,Prenzlauer Berg,2024-04,52.5398466,13.4285652
9440978,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9440978.html,25.04.2023,Berlin,Muster Str. 1,700,,,,16,2023-05-01,2023-06-30,20230424,,1,43.75,25.04.2023-700.0-43.75 Berlin,Prenzlauer Berg,2023-06,52.5398466,13.4285652
10030431,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030431.html,25.04.2023,Berlin,Muster Str. 1,815,,,,10,2023-05-19,,20230424,,,81.5,25.04.2023-815.0-81.5 Berlin,Berlin,,52.5170365,13.3888599
10029810,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10029810.html,25.04.2023,Berlin,Muster Str. 1,570,,,,17,2023-05-01,2023-08-30,20230424,,3,33.52941176,25.04.2023-570.0-33.529411764705884 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904
10030429,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030429.html,25.04.2023,Berlin,Muster Str. 1,815,,,,11,2023-05-19,,20230424,,,74.09090909,25.04.2023-815.0-74.0909090909091 Berlin,Berlin,,52.5170365,13.3888599
10030304,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10030304.html,25.04.2023,Berlin,Muster Str. 1,480,,,,16,2023-05-01,,20230424,,,30,25.04.2023-480.0-30.0 Berlin,Wedding,,52.550123,13.34197
3686286,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.3686286.html,25.04.2023,Zimmervon HousingAnywhere*,Muster Str. 1,480,,,,20,2023-04-26,,20230424,,,24,25.04.2023-480.0-24.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
10030427,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030427.html,25.04.2023,Zimmervon Spotahome*,Muster Str. 1,430,,,,21,2023-04-26,,20230424,,,20.47619048,25.04.2023-430.0-20.476190476190474 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
9912750,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshagen.9912750.html,25.04.2023,Berlin,Muster Str. 1,500,,,,25,2023-05-01,2023-07-31,20230424,,2,20,25.04.2023-500.0-20.0 Berlin,Prenzlauer Berg,2023-07,52.5398466,13.4285652
10017276,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10017276.html,25.04.2023,Berlin,Muster Str. 1,695,,,,10,2023-05-19,,20230424,,,69.5,25.04.2023-695.0-69.5 Berlin,Berlin,,52.5170365,13.3888599
1858126,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.1858126.html,25.04.2023,Berlin,Muster Str. 1,650,,,,25,2023-04-25,2023-10-30,20230424,,6,26,25.04.2023-650.0-26.0 Berlin,Berlin,2023-10,52.5170365,13.3888599
10030426,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10030426.html,25.04.2023,Berlin,Muster Str. 1,650,,,,18,2023-05-01,2023-10-31,20230424,,5,36.11111111,25.04.2023-650.0-36.111111111111114 Berlin,Prenzlauer Berg,2023-10,52.5398466,13.4285652
